tournament,placing_id,category,gender,age_class,weight_kg,weight_bound,rank,medal,fighter,country,club,weighed,result_source
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-23-2,Men -65 kg,Men,,65,under,2,silver,CLOUET Eliott,France,VR BOXING CLUB,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-24-1,Men -70 kg,Men,,70,under,1,gold,SKALECKI Achille,France,SLEC,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-24-2,Men -70 kg,Men,,70,under,2,silver,DENISOV Maksym,France,TREMBLAY BOXE FRANCAISE 93,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-25-1,Men -70 kg,Men,,70,under,1,gold,BALLIGAND Louis,France,BOXE FRANCAISE ALBERTVILLE,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-25-2,Men -70 kg,Men,,70,under,2,silver,SAMPO-MOGGIA Matteo,France,BFGB,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-26-1,Men -75 kg,Men,,75,under,1,gold,RIMASSON Jeff,France,ECOLE SAVATE AGEN,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-26-2,Men -75 kg,Men,,75,under,2,silver,LEGRAND Matteo,France,G-FIGHT,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-27-1,Men -75 kg,Men,,75,under,1,gold,ERIN-ROUX Ma’Eli,France,US CRETEIL,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-27-2,Men -75 kg,Men,,75,under,2,silver,TOLLE Enzo,France,OFP BOXE FRANCAISE,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-28-1,Women -52 kg,Women,,52,under,1,gold,CUESTA-BRU Camille,France,ECOLE SAVATE AGEN,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-28-2,Women -52 kg,Women,,52,under,2,silver,JARRAND Alexia,France,SAVATE VERCORS ALTITUDE,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-29-1,Women -56 kg,Women,,56,under,1,gold,SALAMA Anaïs,France,JPPDA-TRP,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-29-2,Women -56 kg,Women,,56,under,2,silver,MAYERE Louise,France,DYNAMIK BOXING CLUB,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-30-1,Women -56 kg,Women,,56,under,1,gold,BABACI Melissa,France,BF OSTWALD,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-30-2,Women -56 kg,Women,,56,under,2,silver,JOLY Cali,France,ABC BOXING,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-31-1,Women -60 kg,Women,,60,under,1,gold,ERUAM Lucie,France,MJC COTOISE,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-31-2,Women -60 kg,Women,,60,under,2,silver,POLONIA Léana,France,ACADEMY BOXE PIEDS POINGS,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-32-1,Men -56 kg,Men,,56,under,1,gold,EL KHARRAZI Mohamed,France,RATEL CLUB CONFLUENT,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-32-2,Men -56 kg,Men,,56,under,2,silver,MAYERE Mathias,France,DYNAMIK BOXING CLUB,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-33-1,Men -56 kg,Men,,56,under,1,gold,ANANDY Kylian,France,JPPDA-TRP,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-33-2,Men -56 kg,Men,,56,under,2,silver,LEYMOND Aaron,France,RATEL CLUB CONFLUENT,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-34-1,Men -56 kg,Men,,56,under,1,gold,DO PEREIRA Ilyan,France,VEXIN BOXING,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-34-2,Men -56 kg,Men,,56,under,2,silver,LALOUX Hugo Amiens,France,SC,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-35-1,Men -60 kg,Men,,60,under,1,gold,CAVROT Noha,France,WATTRELOS SAVATE CLUB,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-35-2,Men -60 kg,Men,,60,under,2,silver,ADLANI-VETTOVALLI Milhane,France,BOXING CLUB SAVASSON,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-36-1,Men -60 kg,Men,,60,under,1,gold,GIZZI Alessandro,France,CAT THIAIS,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-36-2,Men -60 kg,Men,,60,under,2,silver,RATSAVONG Louka,France,ASSOCIATION SAVATE BOXE FRANCAISE,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-37-1,Men -65 kg,Men,,65,under,1,gold,MEMEDOV Marcelo,France,MJC SAVATE COTOISE,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-37-2,Men -65 kg,Men,,65,under,2,silver,DEBRABANDERE Léo,France,COLLÉGIEN BFS,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-38-1,Men -70 kg,Men,,70,under,1,gold,CASSAT Leo,France,IMPACT 33,,ffsbf-tour-eliminatoire-biancotto-2025
championnat-de-france-2eme-serie-2025-26,ffsbf-tour-eliminatoire-biancotto-2025-38-2,Men -70 kg,Men,,70,under,2,silver,MARQUIS Zian,France,SBF CLUSES,,ffsbf-tour-eliminatoire-biancotto-2025
ffsbf-open-automne-merignac-2025,ffsbf-open-automne-merignac-2025-01-1,Women -52 kg,Women,,52,under,1,gold,HUREAU Maeva,France,IMPACTS 33,,reported
ffsbf-open-automne-merignac-2025,ffsbf-open-automne-merignac-2025-01-2,Women -52 kg,Women,,52,under,2,silver,LORANCY Chanelle,France,ASLM CANNES,,reported
ffsbf-open-automne-merignac-2025,ffsbf-open-automne-merignac-2025-02-1,Women -56 kg,Women,,56,under,1,gold,TRIBOU Ava,France,SAVATE BOXE ACADEMIE,,reported
ffsbf-open-automne-merignac-2025,ffsbf-open-automne-merignac-2025-02-2,Women -56 kg,Women,,56,under,2,silver,AGUILLE Marie,France,DAMPMART BOXE FRANCAISE,,reported
ffsbf-open-automne-merignac-2025,ffsbf-open-automne-merignac-2025-03-1,Women -60 kg,Women,,60,under,1,gold,MITHIEUX Candice,France,MOTTERAIN BF,,reported
ffsbf-open-automne-merignac-2025,ffsbf-open-automne-merignac-2025-03-2,Women -60 kg,Women,,60,under,2,silver,ROUSSY Noa,France,COBRA SAVATE CLUB,,reported
ffsbf-open-automne-merignac-2025,ffsbf-open-automne-merignac-2025-04-1,Women -65 kg,Women,,65,under,1,gold,SANGARE Adama,France,REC SAVATE BOXE FRANCAISE,,reported
ffsbf-open-automne-merignac-2025,ffsbf-open-automne-merignac-2025-04-2,Women -65 kg,Women,,65,under,2,silver,POCHAYAN Mathilde,France,DYNAMIK BOXING CLUB,,reported
ffsbf-open-automne-merignac-2025,ffsbf-open-automne-merignac-2025-05-1,Men -60 kg,Men,,60,under,1,gold,PERIGAUD Damien,France,SA MERIGNAC BF,,reported
ffsbf-open-automne-merignac-2025,ffsbf-open-automne-merignac-2025-05-2,Men -60 kg,Men,,60,under,2,silver,MONIOT Marius,France,USI SAVATE BF,,reported
ffsbf-open-automne-merignac-2025,ffsbf-open-automne-merignac-2025-06-1,Men -65 kg,Men,,65,under,1,gold,ROMAND Raphael,France,FL LANESTER BF,,reported
ffsbf-open-automne-merignac-2025,ffsbf-open-automne-merignac-2025-06-2,Men -65 kg,Men,,65,under,2,silver,BASTELLO Mael,France,SSAVATITUDE,,reported
ffsbf-open-automne-merignac-2025,ffsbf-open-automne-merignac-2025-07-1,Men -70 kg,Men,,70,under,1,gold,LE BOUBENNEC Florian,France,TREGOR SAVATE CLUB,,reported
ffsbf-open-automne-merignac-2025,ffsbf-open-automne-merignac-2025-07-2,Men -70 kg,Men,,70,under,2,silver,COSTE Hugo,France,SSAVATITUDE,,reported
ffsbf-open-automne-merignac-2025,ffsbf-open-automne-merignac-2025-08-1,Men -75 kg,Men,,75,under,1,gold,SADMI Timothé,France,SA MERIGNAC BF,,reported
ffsbf-open-automne-merignac-2025,ffsbf-open-automne-merignac-2025-08-2,Men -75 kg,Men,,75,under,2,silver,MASMODI Rida,France,CO ULIS BFS,,reported
ffsbf-open-automne-merignac-2025,ffsbf-open-automne-merignac-2025-09-1,Men -80 kg,Men,,80,under,1,gold,LARTHOT Ethan,France,SAINT FONS GERLAND SAVATE,,reported
ffsbf-open-automne-merignac-2025,ffsbf-open-automne-merignac-2025-09-2,Men -80 kg,Men,,80,under,2,silver,ALBERTUS Kévin,France,TOULOUSE MULTI-BOXE,,reported
ffsbf-open-automne-merignac-2025,ffsbf-open-automne-merignac-2025-10-1,Men -85 kg,Men,,85,under,1,gold,BARREAU Paul,France,IMPACTS 33,,reported
ffsbf-open-automne-merignac-2025,ffsbf-open-automne-merignac-2025-10-2,Men -85 kg,Men,,85,under,2,silver,NDOUR Moukhamadou,France,BOXE NANTAISE SAVATE,,reported
championnat-de-france-juniors-2026,ffsbf-juniors-finales-lanester-2026-01-1,Junior Women -70 kg,Women,Junior,70,under,1,gold,PACIELLO Jeanne,France,S. ATH OLYMPIQUE COLMAR,,ffsbf-juniors-finales-lanester-2026
championnat-de-france-juniors-2026,ffsbf-juniors-finales-lanester-2026-01-2,Junior Women -70 kg,Women,Junior,70,under,2,silver,SACCOH Kadidiatou,France,US CRETEIL,,ffsbf-juniors-finales-lanester-2026
championnat-de-france-juniors-2026,ffsbf-juniors-finales-lanester-2026-02-1,Junior Men -85 kg,Men,Junior,85,under,1,gold,TRAIDI Noah,France,CORSAIRE BOXING,,ffsbf-juniors-finales-lanester-2026
championnat-de-france-juniors-2026,ffsbf-juniors-finales-lanester-2026-02-2,Junior Men -85 kg,Men,Junior,85,under,2,silver,DOUBLET Jonathan,France,SA MERIGNAC BF,,ffsbf-juniors-finales-lanester-2026
championnat-de-france-juniors-2026,ffsbf-juniors-finales-lanester-2026-03-1,Junior Men -56 kg,Men,Junior,56,under,1,gold,CAVROT-WESTERLINCK Ethan Wattrelos,France,Savate Club,,ffsbf-juniors-finales-lanester-2026
championnat-de-france-juniors-2026,ffsbf-juniors-finales-lanester-2026-03-2,Junior Men -56 kg,Men,Junior,56,under,2,silver,SAUVAGE Théo,France,B.F.S. CLUB THIERNOIS,,ffsbf-juniors-finales-lanester-2026
championnat-de-france-juniors-2026,ffsbf-juniors-finales-lanester-2026-04-1,Junior Men -65 kg,Men,Junior,65,under,1,gold,ROMAND Raphael,France,FL LANESTER BF,,ffsbf-juniors-finales-lanester-2026
championnat-de-france-juniors-2026,ffsbf-juniors-finales-lanester-2026-04-2,Junior Men -65 kg,Men,Junior,65,under,2,silver,BABAGBETO Napua,France,ROYAL BOXING CLUB,,ffsbf-juniors-finales-lanester-2026
championnat-de-france-juniors-2026,ffsbf-juniors-finales-lanester-2026-05-1,Junior Women -56 kg,Women,Junior,56,under,1,gold,LERAILLE Alana,France,US CRETEIL,,ffsbf-juniors-finales-lanester-2026
championnat-de-france-juniors-2026,ffsbf-juniors-finales-lanester-2026-05-2,Junior Women -56 kg,Women,Junior,56,under,2,silver,NOUAR GRECH Léa,France,BOXING VAROIS TEAM GRECH,,ffsbf-juniors-finales-lanester-2026
championnat-de-france-juniors-2026,ffsbf-juniors-finales-lanester-2026-06-1,Junior Men -60 kg,Men,Junior,60,under,1,gold,LONGEFAY Raphaël,France,CACCIATORE BOXING CLUB,,ffsbf-juniors-finales-lanester-2026
championnat-de-france-juniors-2026,ffsbf-juniors-finales-lanester-2026-06-2,Junior Men -60 kg,Men,Junior,60,under,2,silver,MARQUES Julien,France,VEXIN BOXING,,ffsbf-juniors-finales-lanester-2026
championnat-de-france-juniors-2026,ffsbf-juniors-finales-lanester-2026-07-1,Junior Men -75 kg,Men,Junior,75,under,1,gold,ROUGEON Mathis,France,SA MERIGNAC BF,,ffsbf-juniors-finales-lanester-2026
championnat-de-france-juniors-2026,ffsbf-juniors-finales-lanester-2026-07-2,Junior Men -75 kg,Men,Junior,75,under,2,silver,RIMASSON Jeff,France,ECOLE SAVATE AGEN,,ffsbf-juniors-finales-lanester-2026
championnat-de-france-juniors-2026,ffsbf-juniors-finales-lanester-2026-08-1,Junior Men open,Men,Junior,,over,1,gold,KANOUTE Issouf,France,USM BOXE PIEDS POINGS,,ffsbf-juniors-finales-lanester-2026
championnat-de-france-juniors-2026,ffsbf-juniors-finales-lanester-2026-08-2,Junior Men open,Men,Junior,,over,2,silver,ORY Gabin Boxing,France,Club Wintzenheim,,ffsbf-juniors-finales-lanester-2026
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-01-1,Women -48 kg,Women,,48,under,1,gold,LE COUEDIC Lena,France,- GANT D’HERMINE VANNETAIS,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-01-2,Women -48 kg,Women,,48,under,2,silver,PERRELLE Cecilia,France,- USM BLAINVILLE,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-02-1,Women -52 kg,Women,,52,under,1,gold,FREY Léna,France,- GANT D’OR DE HOUILLES,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-02-2,Women -52 kg,Women,,52,under,2,silver,VIVET Jaiya,France,- VAILLANTE BF ANGERS,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-03-1,Women -56 kg,Women,,56,under,1,gold,MONNET Yacine,France,- REC SAVATE BOXE FRANCAISE,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-03-2,Women -56 kg,Women,,56,under,2,silver,JOLY Cali,France,- ABC BOXING,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-04-1,Women -60 kg,Women,,60,under,1,gold,PHAM QUANG Lucie,France,- C.S.A.K.B,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-04-2,Women -60 kg,Women,,60,under,2,silver,ROUSSEL Sophie,France,- BFC CALAIS,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-05-1,Women -65 kg,Women,,65,under,1,gold,BEIGUE Charlotte,France,- S. ATH OLYMPIQUE COLMAR,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-05-2,Women -65 kg,Women,,65,under,2,silver,LIBRINI-RACINE Juliette,France,- GUIPAVAS SAVATE BOXE FRANCAISE,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-06-1,Women -70 kg,Women,,70,under,1,gold,DESTRIEUX Sophie,France,- CO ULIS BFS,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-06-2,Women -70 kg,Women,,70,under,2,silver,FERMON Lauriane,France,- SAVATE BOXING CLUB DUNKERQUE DA,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-07-1,Women -75 kg,Women,,75,under,1,gold,TRUANT Charlotte,France,- SAVATE BOXING CLUB DUNKERQUE DA,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-07-2,Women -75 kg,Women,,75,under,2,silver,EL ABASSI Yousra,France,- Punchistes Savate Club,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-08-1,Women open,Women,,,over,1,gold,REMY Julianne,France,- SAVATE CLUB HAUTES VOSGES,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-08-2,Women open,Women,,,over,2,silver,PREVOT Romy,France,- BFC CALAIS,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-09-1,Men -56 kg,Men,,56,under,1,gold,FORGET Mewen,France,- REC SAVATE BOXE FRANCAISE,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-09-2,Men -56 kg,Men,,56,under,2,silver,BOYER Mathis,France,- ASSO SPORTIVE D'OLLAINVILLE,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-10-1,Men -60 kg,Men,,60,under,1,gold,ZAIDA-CANEVET Nael,France,- BF SAVATE CLUB DE WISSOUS (91,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-10-2,Men -60 kg,Men,,60,under,2,silver,NICOLAS Jules,France,- LE CERCLE SBF 33,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-11-1,Men -65 kg,Men,,65,under,1,gold,DUVIVIER Hugo,France,- BFC CALAIS,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-11-2,Men -65 kg,Men,,65,under,2,silver,CANU Mathis,France,- ABFS EURE,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-12-1,Men -70 kg,Men,,70,under,1,gold,DOLOTY Stanislas,France,- SBF MIONNAY,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-12-2,Men -70 kg,Men,,70,under,2,silver,LIPNICKI Sacha,France,- AS QUETIGNY,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-13-1,Men -75 kg,Men,,75,under,1,gold,AHOUE Anis,France,- USCRETEIL,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-13-2,Men -75 kg,Men,,75,under,2,silver,BERTIN Lorenzo,France,- LA SAVATE CAPELLOISE,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-14-1,Men -80 kg,Men,,80,under,1,gold,RUIZ Josselin,France,- Savate Fit,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-14-2,Men -80 kg,Men,,80,under,2,silver,DIALLO Mamadou,France,saliou - USCRETEIL,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-15-1,Men -85 kg,Men,,85,under,1,gold,LUCAS Mathieu,France,- ARTS MARTIAUX VIRIAT,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-15-2,Men -85 kg,Men,,85,under,2,silver,COCHET Corentin,France,- BOXE SAVATE CLUB 56,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-16-1,Men open,Men,,,over,1,gold,MERCIER Julien,France,- SBF LEO LAGRANGE ARMENTIERES,,reported
ffsbf-open-assaut-calais-2026,ffsbf-open-assaut-calais-2026-16-2,Men open,Men,,,over,2,silver,AMOUGOU Pierre,France,- CERCLE BF MONTMORENCY,,reported
ffsbf-veterans-merignac-2026,ffsbf-veterans-merignac-2026-01-1,Vétéran Women -48 kg,Women,Vétéran,48,under,1,gold,JACQUART TROUFLEAU Caroline,France,- KRAKEN BOXING CLUB,,reported
ffsbf-veterans-merignac-2026,ffsbf-veterans-merignac-2026-01-2,Vétéran Women -48 kg,Women,Vétéran,48,under,2,silver,GISHI Akiko,France,- SVSBF VINCENNES,,reported
ffsbf-veterans-merignac-2026,ffsbf-veterans-merignac-2026-02-1,Vétéran Women -52 kg,Women,Vétéran,52,under,1,gold,AMOORDON Jessica,France,– PUC BOXE ET CANNE,,reported
ffsbf-veterans-merignac-2026,ffsbf-veterans-merignac-2026-02-2,Vétéran Women -52 kg,Women,Vétéran,52,under,2,silver,ESTRADE Charlotte,France,– SAVATE MULTI-BOXES PAYS FOYEN,,reported
ffsbf-veterans-merignac-2026,ffsbf-veterans-merignac-2026-03-1,Vétéran Women -56 kg,Women,Vétéran,56,under,1,gold,RICHAUD Fanny,France,- SPORT MAX SAVATE BOXE FRANCAISE,,reported
ffsbf-veterans-merignac-2026,ffsbf-veterans-merignac-2026-03-2,Vétéran Women -56 kg,Women,Vétéran,56,under,2,silver,PARENT Virginie,France,– BOXE DES CHAMPS,,reported
ffsbf-veterans-merignac-2026,ffsbf-veterans-merignac-2026-04-1,Vétéran Women -60 kg,Women,Vétéran,60,under,1,gold,BEN MOUSSA Maria,France,- Punchistes Savate Club,,reported
ffsbf-veterans-merignac-2026,ffsbf-veterans-merignac-2026-04-2,Vétéran Women -60 kg,Women,Vétéran,60,under,2,silver,DEGOUY Florence,France,- T.C.M.S,,reported
ffsbf-veterans-merignac-2026,ffsbf-veterans-merignac-2026-05-1,Vétéran Women -65 kg,Women,Vétéran,65,under,1,gold,ARCHINARD Mathilde,France,– Savate Beaumontoise,,reported
ffsbf-veterans-merignac-2026,ffsbf-veterans-merignac-2026-05-2,Vétéran Women -65 kg,Women,Vétéran,65,under,2,silver,GRIZEAU (IMBERT) Mélissa,France,– BOXE FRANCAISE HERMINOISE,,reported
ffsbf-veterans-merignac-2026,ffsbf-veterans-merignac-2026-06-1,Vétéran Women -70 kg,Women,Vétéran,70,under,1,gold,ADAM (HASNAOUI) Malika,France,– PSBF,,reported
ffsbf-veterans-merignac-2026,ffsbf-veterans-merignac-2026-06-2,Vétéran Women -70 kg,Women,Vétéran,70,under,2,silver,PUCHEU Flore,France,– NARBONNE SAVATE MEDITERRANEE,,reported
ffsbf-veterans-merignac-2026,ffsbf-veterans-merignac-2026-07-1,Vétéran Men -60 kg,Men,Vétéran,60,under,1,gold,HERBERT Charles,France,- MENEZ-HOM KRAON BOXING CLUB,,reported
ffsbf-veterans-merignac-2026,ffsbf-veterans-merignac-2026-07-2,Vétéran Men -60 kg,Men,Vétéran,60,under,2,silver,FACHERO Vincent,France,– GUIPAVAS SAVATE BOXE FRANCAISE,,reported
ffsbf-veterans-merignac-2026,ffsbf-veterans-merignac-2026-08-1,Vétéran Men -65 kg,Men,Vétéran,65,under,1,gold,BRULARD Ludovic,France,– CO ULIS BFS,,reported
ffsbf-veterans-merignac-2026,ffsbf-veterans-merignac-2026-08-2,Vétéran Men -65 kg,Men,Vétéran,65,under,2,silver,BEERNAERT Dimitri,France,– SBF LEO LAGRANGE ARMENTIERES,,reported
ffsbf-veterans-merignac-2026,ffsbf-veterans-merignac-2026-09-1,Vétéran Men -70 kg,Men,Vétéran,70,under,1,gold,MAYOUF Kamel,France,– SBF LEO LAGRANGE ARMENTIERES,,reported
ffsbf-veterans-merignac-2026,ffsbf-veterans-merignac-2026-09-2,Vétéran Men -70 kg,Men,Vétéran,70,under,2,silver,TESSERON Sebastien,France,- BF ST AMAND,,reported
ffsbf-veterans-merignac-2026,ffsbf-veterans-merignac-2026-10-1,Vétéran Men -75 kg,Men,Vétéran,75,under,1,gold,LEROY Marc,France,- JEUNESSE ARCISIENNE,,reported
ffsbf-veterans-merignac-2026,ffsbf-veterans-merignac-2026-10-2,Vétéran Men -75 kg,Men,Vétéran,75,under,2,silver,RODIER Marc,France,– SERRIS VAL D’EUROPE SAVATE,,reported
ffsbf-veterans-merignac-2026,ffsbf-veterans-merignac-2026-11-1,Vétéran Men -80 kg,Men,Vétéran,80,under,1,gold,BARROIS Olivier,France,– SA MERIGNAC BF,,reported
ffsbf-veterans-merignac-2026,ffsbf-veterans-merignac-2026-11-2,Vétéran Men -80 kg,Men,Vétéran,80,under,2,silver,JOUSSEAUME Nicolas,France,- TOULOUSE MULTI-BOXE,,reported
ffsbf-veterans-merignac-2026,ffsbf-veterans-merignac-2026-12-1,Vétéran Men -85 kg,Men,Vétéran,85,under,1,gold,IDJELLIDAINE Riad,France,– CERCLE DE BFERMONT,,reported
ffsbf-veterans-merignac-2026,ffsbf-veterans-merignac-2026-12-2,Vétéran Men -85 kg,Men,Vétéran,85,under,2,silver,PASSILLY Julien,France,- USM BLAINVILLE,,reported
ffsbf-veterans-merignac-2026,ffsbf-veterans-merignac-2026-13-1,Vétéran Men open,Men,Vétéran,,over,1,gold,MAUREY Yannick,France,- SA MERIGNAC BF,,reported
ffsbf-veterans-merignac-2026,ffsbf-veterans-merignac-2026-13-2,Vétéran Men open,Men,Vétéran,,over,2,silver,MATHIEU Philippe,France,- TUESG BOXE FRANCAISE,,reported
savate-srbija-assaut-all-ages-2020-younger-pioneer,savate-srbija-assaut-all-ages-2020-0001,Younger Pioneer Men -24 kg,Men,Younger Pioneer,24,under,1,gold,Aleksandar Otašević,,Pobednik 021 N.Sad,,reported
savate-srbija-assaut-all-ages-2020-younger-pioneer,savate-srbija-assaut-all-ages-2020-0002,Younger Pioneer Men -24 kg,Men,Younger Pioneer,24,under,2,silver,Aleksa Dejanović,,Maks Feniks Žabalj,,reported
savate-srbija-assaut-all-ages-2020-younger-pioneer,savate-srbija-assaut-all-ages-2020-0003,Younger Pioneer Men -30 kg,Men,Younger Pioneer,30,under,1,gold,Lazar Koldan,,Arena Iđoš,,reported
savate-srbija-assaut-all-ages-2020-younger-pioneer,savate-srbija-assaut-all-ages-2020-0004,Younger Pioneer Men -30 kg,Men,Younger Pioneer,30,under,2,silver,Andrej Aleksandrić,,Avala timBeograd,,reported
savate-srbija-assaut-all-ages-2020-younger-pioneer,savate-srbija-assaut-all-ages-2020-0005,Younger Pioneer Men -30 kg,Men,Younger Pioneer,30,under,3,bronze,Mihailo Petković,,Grocka Beograd,,reported
savate-srbija-assaut-all-ages-2020-younger-pioneer,savate-srbija-assaut-all-ages-2020-0006,Younger Pioneer Men -33 kg,Men,Younger Pioneer,33,under,1,gold,Aleksa Lazarević,,Pobednik 021 N.Sad,,reported
savate-srbija-assaut-all-ages-2020-younger-pioneer,savate-srbija-assaut-all-ages-2020-0007,Younger Pioneer Men -33 kg,Men,Younger Pioneer,33,under,2,silver,Strahinja Stepanov,,Spartak SM Sr.Mitrovica,,reported
savate-srbija-assaut-all-ages-2020-younger-pioneer,savate-srbija-assaut-all-ages-2020-0008,Younger Pioneer Men -39 kg,Men,Younger Pioneer,39,under,1,gold,Vuk Letić,,Pobednik 021 N.Sad,,reported
