tournament,placing_id,category,gender,age_class,weight_kg,weight_bound,rank,medal,fighter,country,club,weighed,result_source
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0001,-56kg,,,56,under,3,bronze,CARBONE Richard,,Fédération Italienne de Savate,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0002,-56kg,,,56,under,3,bronze,MÉNDEZ SILVA Alberto,Savate,Asociacion Galega Paro o desenvolvemento do,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0003,56-60kg,,,60,under,3,bronze,PARODI Lorenzo,,Fédération Italienne de Savate,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0004,56-60kg,,,60,under,3,bronze,ALAMELLE Jianny,,Fédération Française de Savate Boxe Française,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0005,60-65kg,,,65,under,3,bronze,HROVATIN Matej,,Fédération Slovène de Savate,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0006,60-65kg,,,65,under,3,bronze,CARUSO Alessandro,,Fédération Italienne de Savate,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0007,65-70kg,,,70,under,3,bronze,VANHOECKE Chris,,Fédération Belge de Savate,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0008,65-70kg,,,70,under,3,bronze,GAGGERO Marco,,Fédération Italienne de Savate,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0009,70-75kg,,,75,under,3,bronze,PIRSON Laurent,,Fédération Belge de Savate,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0010,70-75kg,,,75,under,3,bronze,ESTEVEZ Felipe,Savate,Asociacion Galega Paro o desenvolvemento do,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0011,75-80kg,,,80,under,3,bronze,MONSEUR Gérard,,Fédération Belge de Savate,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0012,75-80kg,,,80,under,3,bronze,GENOVESE Danilo,,Fédération Italienne de Savate,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0013,80-85kg,,,85,under,3,bronze,BORDERA VÁZQUEZ Nicolás,Savate,Asociacion Galega Paro o desenvolvemento do,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0014,80-85kg,,,85,under,3,bronze,PAPADOPOULOS Arestide,,Fédération Allemande de Savate,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0015,+85kg,,,85,over,3,bronze,BÖNISCH Volker,,Fédération Allemande de Savate,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0016,+85kg,,,85,over,3,bronze,MILETIC Zoran,,Fédération Croate de Savate,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0017,-48kg,,,48,under,3,bronze,ALESSANDRONI Denise,,Fédération Italienne de Savate,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0018,48-52kg,,,52,under,3,bronze,MANDEFU Rebecca,,Fédération Belge de Savate,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0019,48-52kg,,,52,under,3,bronze,PIFFER Francesca,,Fédération Italienne de Savate,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0020,52-56kg,,,56,under,3,bronze,ZEKIC Sandra,,Fédération Serbe de Savate,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0021,52-56kg,,,56,under,3,bronze,HORVAT Marina,,Fédération Croate de Savate,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0022,56-60kg,,,60,under,3,bronze,TANG Catherine,,Fédération Belge de Savate,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0023,56-60kg,,,60,under,3,bronze,GILBERT Laura,,Fédération de Grande Bretagne de Savate,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0024,60-65kg,,,65,under,3,bronze,RAVASI Valeria,,Fédération Italienne de Savate,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0025,60-65kg,,,65,under,3,bronze,VOLOTINEN Annukka,,Fédération Finlandaise de Savate,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0026,65-70kg,,,70,under,3,bronze,ARNOULD Julie,,Fédération Belge de Savate,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0027,65-70kg,,,70,under,3,bronze,HAWKINS Lizzy,,Fédération de Grande Bretagne de Savate,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0028,70-75kg,,,75,under,3,bronze,BARTOCCI Silvia,,Fédération Italienne de Savate,,reported
fisav-european-championships-for-assaut-2009,fisav-european-championships-for-assaut-2009-0029,70-75kg,,,75,under,3,bronze,VEHAR Nina,,Fédération Slovène de Savate,,reported
fisav-european-combat-championship-2010-seniors,fisav-european-combat-championship-2010-seniors-0011,plus de 85kg,,,85,under,2,silver,Pavel,Russia,,,reported
fisav-championnat-du-monde-combat-2011-senior-men,fisav-championnat-du-monde-combat-2011-senior-men-0001,SENIORS masculin Moins de 56kg,Men,Senior,56,under,1,gold,SUIRE Dimitri,France,,,reported
fisav-championnat-du-monde-combat-2011-senior-men,fisav-championnat-du-monde-combat-2011-senior-men-0002,SENIORS masculin Moins de 56kg,Men,Senior,56,under,2,silver,RAKOTONDRABE,Madagascar,,,reported
fisav-championnat-du-monde-combat-2011-senior-men,fisav-championnat-du-monde-combat-2011-senior-men-0003,SENIORS masculin Moins de 56kg,Men,Senior,56,under,3,bronze,PARODI Lorenzo,Mali,,,reported
fisav-championnat-du-monde-combat-2011-senior-men,fisav-championnat-du-monde-combat-2011-senior-men-0004,SENIORS masculin Moins de 60kg,Men,Senior,60,under,1,gold,ŠIMUNEC Predrag,Croatia,,,reported
fisav-championnat-du-monde-combat-2011-senior-men,fisav-championnat-du-monde-combat-2011-senior-men-0005,SENIORS masculin Moins de 60kg,Men,Senior,60,under,2,silver,KUYRUK Ozkan,France,,,reported
fisav-championnat-du-monde-combat-2011-senior-men,fisav-championnat-du-monde-combat-2011-senior-men-0006,SENIORS masculin Moins de 60kg,Men,Senior,60,under,3,bronze,ABDINOV Ruslan,Russia,,,reported
fisav-championnat-du-monde-combat-2011-senior-men,fisav-championnat-du-monde-combat-2011-senior-men-0007,SENIORS masculin Moins de 65kg,Men,Senior,65,under,1,gold,KONATE Ibrahim,Mali,,,reported
fisav-championnat-du-monde-combat-2011-senior-men,fisav-championnat-du-monde-combat-2011-senior-men-0008,SENIORS masculin Moins de 65kg,Men,Senior,65,under,2,silver,BARADJI Gagny,France,,,reported
fisav-championnat-du-monde-combat-2011-senior-men,fisav-championnat-du-monde-combat-2011-senior-men-0009,SENIORS masculin Moins de 65kg,Men,Senior,65,under,3,bronze,VEZHLIVTCEV Victor,Italy,,,reported
fisav-championnat-du-monde-combat-2011-senior-men,fisav-championnat-du-monde-combat-2011-senior-men-0010,SENIORS masculin Moins de 70kg,Men,Senior,70,under,1,gold,DIABY Mohamed,France,,,reported
fisav-championnat-du-monde-combat-2011-senior-men,fisav-championnat-du-monde-combat-2011-senior-men-0011,SENIORS masculin Moins de 70kg,Men,Senior,70,under,2,silver,BOROVIĆ Goran,Croatia,,,reported
fisav-championnat-du-monde-combat-2011-senior-men,fisav-championnat-du-monde-combat-2011-senior-men-0012,SENIORS masculin Moins de 70kg,Men,Senior,70,under,3,bronze,ANDRIANJAKA,Serbia,,,reported
fisav-championnat-du-monde-combat-2011-senior-men,fisav-championnat-du-monde-combat-2011-senior-men-0013,SENIORS masculin Moins de 75kg,Men,Senior,75,under,1,gold,ANCELIN Tony,France,,,reported
fisav-championnat-du-monde-combat-2011-senior-men,fisav-championnat-du-monde-combat-2011-senior-men-0014,SENIORS masculin Moins de 75kg,Men,Senior,75,under,2,silver,STUDENIKOV Andrey,(RUS) vs,,,reported
fisav-championnat-du-monde-combat-2011-senior-men,fisav-championnat-du-monde-combat-2011-senior-men-0015,SENIORS masculin Moins de 75kg,Men,Senior,75,under,3,bronze,VILIČIĆ Anton,Tunisia,,,reported
fisav-championnat-du-monde-combat-2011-senior-men,fisav-championnat-du-monde-combat-2011-senior-men-0016,SENIORS masculin Moins de 80kg,Men,Senior,80,under,1,gold,FAURE Wendy,France,,,reported
fisav-championnat-du-monde-combat-2011-senior-men,fisav-championnat-du-monde-combat-2011-senior-men-0017,SENIORS masculin Moins de 80kg,Men,Senior,80,under,2,silver,PLANTIĆ Damir,Croatia,,,reported
fisav-championnat-du-monde-combat-2011-senior-men,fisav-championnat-du-monde-combat-2011-senior-men-0018,SENIORS masculin Moins de 80kg,Men,Senior,80,under,3,bronze,CESTIC Ljubomir,Russia,,,reported
fisav-championnat-du-monde-combat-2011-senior-men,fisav-championnat-du-monde-combat-2011-senior-men-0019,SENIORS masculin Moins de 85kg,Men,Senior,85,under,1,gold,FAJJARI Nabil,France,,,reported
fisav-championnat-du-monde-combat-2011-senior-men,fisav-championnat-du-monde-combat-2011-senior-men-0020,SENIORS masculin Moins de 85kg,Men,Senior,85,under,2,silver,GOLIC Milos,Monaco,,,reported
fisav-championnat-du-monde-combat-2011-senior-men,fisav-championnat-du-monde-combat-2011-senior-men-0021,SENIORS masculin Moins de 85kg,Men,Senior,85,under,3,bronze,PLAVSIC Branislav,Belgium,,,reported
fisav-championnat-du-monde-combat-2011-senior-men,fisav-championnat-du-monde-combat-2011-senior-men-0022,SENIORS masculin Plus de 85 kg,Men,Senior,85,under,1,gold,HEINI Frédéric,France,,,reported
fisav-championnat-du-monde-combat-2011-senior-men,fisav-championnat-du-monde-combat-2011-senior-men-0023,SENIORS masculin Plus de 85 kg,Men,Senior,85,under,2,silver,PRETENI Agron,Croatia,,,reported
fisav-championnat-du-monde-combat-2011-senior-men,fisav-championnat-du-monde-combat-2011-senior-men-0024,SENIORS masculin Plus de 85 kg,Men,Senior,85,under,3,bronze,BADIA Julian,Italy,,,reported
fisav-junior-championnat-du-monde-combat-2011,fisav-junior-championnat-du-monde-combat-2011-0001,JUNIORS masculin Moins de 56kg,Men,Junior,56,under,1,gold,LATIFI Loïck,France,,,reported
fisav-junior-championnat-du-monde-combat-2011,fisav-junior-championnat-du-monde-combat-2011-0002,JUNIORS masculin Moins de 56kg,Men,Junior,56,under,2,silver,MONGUSH Sergek,Russia,,,reported
fisav-junior-championnat-du-monde-combat-2011,fisav-junior-championnat-du-monde-combat-2011-0003,JUNIORS masculin Moins de 56kg,Men,Junior,56,under,3,bronze,SABOTSY RAMANATSATRY,Madagascar,,,reported
fisav-junior-championnat-du-monde-combat-2011,fisav-junior-championnat-du-monde-combat-2011-0004,JUNIORS masculin Moins de 60kg,Men,Junior,60,under,1,gold,BONNET Jonathan,France,,,reported
fisav-junior-championnat-du-monde-combat-2011,fisav-junior-championnat-du-monde-combat-2011-0005,JUNIORS masculin Moins de 60kg,Men,Junior,60,under,2,silver,PRUDOV Dmitry,Russia,,,reported
fisav-junior-championnat-du-monde-combat-2011,fisav-junior-championnat-du-monde-combat-2011-0006,JUNIORS masculin Moins de 60kg,Men,Junior,60,under,3,bronze,LEŠKOVIĆ Luka,Croatia,,,reported
fisav-junior-championnat-du-monde-combat-2011,fisav-junior-championnat-du-monde-combat-2011-0007,JUNIORS masculin Moins de 65kg,Men,Junior,65,under,1,gold,BYKOV Anton,Russia,,,reported
fisav-junior-championnat-du-monde-combat-2011,fisav-junior-championnat-du-monde-combat-2011-0008,JUNIORS masculin Moins de 65kg,Men,Junior,65,under,2,silver,ATTAR Mohamed,France,,,reported
fisav-junior-championnat-du-monde-combat-2011,fisav-junior-championnat-du-monde-combat-2011-0009,JUNIORS masculin Moins de 65kg,Men,Junior,65,under,3,bronze,GAJIC Miso,Serbia,,,reported
fisav-junior-championnat-du-monde-combat-2011,fisav-junior-championnat-du-monde-combat-2011-0010,JUNIORS masculin Moins de 70kg,Men,Junior,70,under,1,gold,SHAVDATUASHVILI,Russia,,,reported
fisav-junior-championnat-du-monde-combat-2011,fisav-junior-championnat-du-monde-combat-2011-0011,JUNIORS masculin Moins de 70kg,Men,Junior,70,under,2,silver,GALAIS Idriss,France,,,reported
fisav-junior-championnat-du-monde-combat-2011,fisav-junior-championnat-du-monde-combat-2011-0012,JUNIORS masculin Moins de 70kg,Men,Junior,70,under,3,bronze,SCHREIBER Loick,Switzerland,,,reported
fisav-junior-championnat-du-monde-combat-2011,fisav-junior-championnat-du-monde-combat-2011-0013,JUNIORS masculin Moins de 70kg,Men,Junior,70,under,3,bronze,THIBAUT Bragard,Belgium,,,reported
fisav-junior-championnat-du-monde-combat-2011,fisav-junior-championnat-du-monde-combat-2011-0014,JUNIORS masculin Moins de 75kg,Men,Junior,75,under,1,gold,EL KAAMOUCHI,France,,,reported
fisav-junior-championnat-du-monde-combat-2011,fisav-junior-championnat-du-monde-combat-2011-0015,JUNIORS masculin Moins de 75kg,Men,Junior,75,under,2,silver,GODINIĆ Matija,Croatia,,,reported
fisav-junior-championnat-du-monde-combat-2011,fisav-junior-championnat-du-monde-combat-2011-0016,JUNIORS masculin Moins de 75kg,Men,Junior,75,under,3,bronze,ALOYAN Artur,Russia,,,reported
fisav-junior-championnat-du-monde-combat-2011,fisav-junior-championnat-du-monde-combat-2011-0017,JUNIORS masculin Moins de 80kg,Men,Junior,80,under,1,gold,UROSEVIC Petar,Serbia,,,reported
fisav-junior-championnat-du-monde-combat-2011,fisav-junior-championnat-du-monde-combat-2011-0018,JUNIORS masculin Moins de 80kg,Men,Junior,80,under,2,silver,KADA Medhi,France,,,reported
fisav-junior-championnat-du-monde-combat-2011,fisav-junior-championnat-du-monde-combat-2011-0019,JUNIORS masculin Moins de 85kg,Men,Junior,85,under,1,gold,ČATIPOVIĆ Toni,Croatia,,,reported
fisav-junior-championnat-du-monde-combat-2011,fisav-junior-championnat-du-monde-combat-2011-0020,JUNIORS masculin Moins de 85kg,Men,Junior,85,under,2,silver,MEKSEN Medhi,France,,,reported
fisav-junior-championnat-du-monde-combat-2011,fisav-junior-championnat-du-monde-combat-2011-0021,JUNIORS masculin plus de 85 kg,Men,Junior,85,under,1,gold,BATINIĆ Matej,Croatia,,,reported
fisav-junior-championnat-du-monde-combat-2011,fisav-junior-championnat-du-monde-combat-2011-0022,JUNIORS masculin plus de 85 kg,Men,Junior,85,under,2,silver,BOSNJAK Dragan,Serbia,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0001,Féminins 48-52kg,Women,,52,under,1,gold,TROUILLET Marion,France,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0002,Féminins 48-52kg,Women,,52,under,2,silver,POPADIC Ivana,Serbia,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0003,Féminins 48-52kg,Women,,52,under,3,bronze,MURRU Marta,Italy,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0004,Féminins 48-52kg,Women,,52,under,3,bronze,HARA Mariko,Japan,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0005,Féminins 52-56kg,Women,,56,under,1,gold,CHRISTOFEUL Julia,France,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0006,Féminins 52-56kg,Women,,56,under,2,silver,KISELEVA Anna,Russia,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0007,Féminins 52-56kg,Women,,56,under,3,bronze,KURIHARA Rumi,Japan,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0008,Féminins 52-56kg,Women,,56,under,3,bronze,D'AGOSTINO Miriam,Italy,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0009,Féminins 56-60kg,Women,,60,under,1,gold,HORVAT Marina,Croatia,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0010,Féminins 56-60kg,Women,,60,under,2,silver,TRIBOU Sarah,France,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0011,Féminins 56-60kg,Women,,60,under,3,bronze,LYAPINA Olga,Russia,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0012,Féminins 56-60kg,Women,,60,under,3,bronze,ADIB Fatima,Algeria,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0013,Féminins 60-65kg,Women,,65,under,1,gold,CIESLIK Marlène,France,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0014,Féminins 60-65kg,Women,,65,under,2,silver,BENBALA Safia,Algeria,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0015,Féminins 60-65kg,Women,,65,under,3,bronze,BAO Yudan,China,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0016,Féminins 60-65kg,Women,,65,under,3,bronze,MANIC Teodora,Serbia,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0017,Féminins 65-70kg,Women,,70,under,1,gold,LELANT Hélène,France,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0018,Féminins 65-70kg,Women,,70,under,2,silver,VEHAR Nina,Slovenia,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0019,Féminins 65-70kg,Women,,70,under,3,bronze,ALEXANDER Morgan,United Kingdom,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0020,Féminins 65-70kg,Women,,70,under,3,bronze,TOPALOV Slađana,Serbia,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0021,Féminins 70-75kg,Women,,75,under,1,gold,BOUCHET Adeline,France,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0022,Féminins 70-75kg,Women,,75,under,2,silver,GROSSWIELE Anna Theres,Germany,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0023,Féminins 70-75kg,Women,,75,under,3,bronze,SHMIDT Yana,Russia,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0024,Féminins 70-75kg,Women,,75,under,3,bronze,ZEROUAL Ikrane,Morocco,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0025,Féminins plus de 75kg,Women,,75,under,1,gold,QUELFENNEC Mélissa,France,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0026,Féminins plus de 75kg,Women,,75,under,2,silver,YOUNSI Wided,Tunisia,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0027,Féminins plus de 75kg,Women,,75,under,3,bronze,BRANDT Pia,Germany,,,reported
fisav-world-championships-2012-women,fisav-world-championships-2012-women-0028,Féminins plus de 75kg,Women,,75,under,3,bronze,O'MALLEY Lorraine,Ireland,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0001,Masculins 56-60kg,Men,,60,under,1,gold,ZELKOVIC Sinisa,Serbia,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0002,Masculins 56-60kg,Men,,60,under,2,silver,DRONNE Terry,France,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0003,Masculins 56-60kg,Men,,60,under,3,bronze,ROSSI Andrea,Italy,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0004,Masculins 56-60kg,Men,,60,under,3,bronze,ADIB Mohamed,Algeria,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0005,Masculins 60-65kg,Men,,65,under,1,gold,DAHIE Jeff,France,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0006,Masculins 60-65kg,Men,,65,under,2,silver,KNEZEVIC Darko,Serbia,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0007,Masculins 60-65kg,Men,,65,under,3,bronze,CLARISSE Miguel,Belgium,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0008,Masculins 60-65kg,Men,,65,under,3,bronze,MEZAACHE Anthony,Algeria,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0009,Masculins 65-70kg,Men,,70,under,1,gold,MICHAUX Vincent,France,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0010,Masculins 65-70kg,Men,,70,under,2,silver,MENOUCHI Naïm,Algeria,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0011,Masculins 65-70kg,Men,,70,under,3,bronze,BOUDCHAR Rachid,Morocco,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0012,Masculins 65-70kg,Men,,70,under,3,bronze,TREBUZAK Matic,Slovenia,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0013,Masculins 70-75kg,Men,,75,under,1,gold,KAROUM Reda,Algeria,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0014,Masculins 70-75kg,Men,,75,under,2,silver,ODZIC Miroslav,Serbia,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0015,Masculins 70-75kg,Men,,75,under,3,bronze,ANTILL James,United Kingdom,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0016,Masculins 70-75kg,Men,,75,under,3,bronze,MASOOD Askari,Iran,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0017,Masculins 75-80kg,Men,,80,under,1,gold,CARRE Sébastien,France,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0018,Masculins 75-80kg,Men,,80,under,2,silver,MEZAACHE Franck,Algeria,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0019,Masculins 75-80kg,Men,,80,under,3,bronze,DUMONCEAU Antoine,Belgium,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0020,Masculins 75-80kg,Men,,80,under,3,bronze,SIDORKIN Alexander,Russia,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0021,Masculins 80-85kg,Men,,85,under,1,gold,MONZA Kévin,France,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0022,Masculins 80-85kg,Men,,85,under,2,silver,TRAORE Balla,Mali,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0023,Masculins 80-85kg,Men,,85,under,3,bronze,VARGA Tamas,Hungary,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0024,Masculins 80-85kg,Men,,85,under,3,bronze,GOSPOCIC Marko,Croatia,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0025,Masculins plus de 85kg,Men,,85,under,1,gold,ANNOUR Brahim,France,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0026,Masculins plus de 85kg,Men,,85,under,2,silver,BAJSANSKI Goran,Serbia,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0027,Masculins plus de 85kg,Men,,85,under,3,bronze,MINGUET Benoit,Belgium,,,reported
fisav-world-championships-savate-assaut-2012-men,fisav-world-championships-savate-assaut-2012-men-0028,Masculins plus de 85kg,Men,,85,under,3,bronze,BENZINIA Kader,Algeria,,,reported
fisav-world-combat-championships-2013-junior-men,fisav-world-combat-championships-2013-junior-men-0001,56 – 60kg,,,60,under,1,gold,Narek,Russia,,,reported
fisav-world-combat-championships-2013-junior-men,fisav-world-combat-championships-2013-junior-men-0003,56 – 60kg,,,60,under,3,bronze,Ibrahim,Tunisia,,,reported
fisav-world-combat-championships-2013-junior-men,fisav-world-combat-championships-2013-junior-men-0004,60 – 65kg,,,65,under,1,gold,Cedric,France,,,reported
fisav-world-combat-championships-2013-junior-men,fisav-world-combat-championships-2013-junior-men-0006,60 – 65kg,,,65,under,3,bronze,Igor BAGONJA,Croatia,,,reported
fisav-world-combat-championships-2013-junior-men,fisav-world-combat-championships-2013-junior-men-0007,65 – 70kg,,,70,under,1,gold,Jeff,France,,,reported
fisav-world-combat-championships-2013-junior-men,fisav-world-combat-championships-2013-junior-men-0009,65 – 70kg,,,70,under,3,bronze,Jurica SKORANEC,China,,,reported
fisav-world-combat-championships-2013-junior-men,fisav-world-combat-championships-2013-junior-men-0010,70 – 75kg,,,75,under,1,gold,Herve,France,,,reported
fisav-world-combat-championships-2013-junior-men,fisav-world-combat-championships-2013-junior-men-0012,70 – 75kg,,,75,under,3,bronze,Radovan,Serbia,,,reported
fisav-world-combat-championships-2013-junior-men,fisav-world-combat-championships-2013-junior-men-0013,75 – 80kg,,,80,under,1,gold,Dylan,France,,,reported
fisav-world-combat-championships-2013-junior-men,fisav-world-combat-championships-2013-junior-men-0015,80 – 85kg,,,85,under,1,gold,Jovan,Serbia,,,reported
fisav-world-combat-championships-2013-junior-men,fisav-world-combat-championships-2013-junior-men-0017,80 – 85kg,,,85,under,3,bronze,Cedric AKOURI,France,,,reported
fisav-world-combat-championships-2013-junior-men,fisav-world-combat-championships-2013-junior-men-0018,Plus de 85kg,,,85,under,1,gold,Drazen,Croatia,,,reported
fisav-world-combat-championships-2013-junior-men,fisav-world-combat-championships-2013-junior-men-0020,Plus de 85kg,,,85,under,3,bronze,Alexander,Mauritius,,,reported
fisav-world-combat-championships-2013-senior-men,fisav-world-combat-championships-2013-senior-men-0001,Moins de 56kg,,,56,under,1,gold,Ousmane SARR,France,,,reported
fisav-world-combat-championships-2013-senior-men,fisav-world-combat-championships-2013-senior-men-0002,Moins de 56kg,,,56,under,2,silver,Laurent Johny RAKOTONDRABE,Madagascar,,,reported
fisav-world-combat-championships-2013-senior-men,fisav-world-combat-championships-2013-senior-men-0004,56 – 60kg,,,60,under,1,gold,Jonathan BONNET,France,,,reported
fisav-world-combat-championships-2013-senior-men,fisav-world-combat-championships-2013-senior-men-0005,56 – 60kg,,,60,under,2,silver,Viktor SLAVINSKYI,Ukraine,,,reported
fisav-world-combat-championships-2013-senior-men,fisav-world-combat-championships-2013-senior-men-0007,60 – 65kg,,,65,under,1,gold,Laurent Olivier CRESCENCE,France,,,reported
fisav-world-combat-championships-2013-senior-men,fisav-world-combat-championships-2013-senior-men-0008,60 – 65kg,,,65,under,2,silver,BORIS ESSERE,Congo,,,reported
fisav-world-combat-championships-2013-senior-men,fisav-world-combat-championships-2013-senior-men-0010,65 – 70kg,,,70,under,1,gold,Georgy FERNANTE,France,,,reported
fisav-world-combat-championships-2013-senior-men,fisav-world-combat-championships-2013-senior-men-0011,65 – 70kg,,,70,under,2,silver,Dmytro ROMANENKO,Ukraine,,,reported
fisav-world-combat-championships-2013-senior-men,fisav-world-combat-championships-2013-senior-men-0013,70 – 75kg,,,75,under,1,gold,Tony ANCELIN,France,,,reported
fisav-world-combat-championships-2013-senior-men,fisav-world-combat-championships-2013-senior-men-0014,70 – 75kg,,,75,under,2,silver,Andrei STUDENIKOV,Russia,,,reported
fisav-world-combat-championships-2013-senior-men,fisav-world-combat-championships-2013-senior-men-0016,75 – 80kg,,,80,under,1,gold,Damir PLANTIC,Croatia,,,reported
