bout_id,date,time,ring,category,agecat,weightcat,phase,poule,red,red_country,blue,blue_country,red_points,blue_points,winner_corner,winner,loser,decision,status,result_source
b123,2026-09-11,08:43,3,Senior Women Assaut -65 kg,6,5,poule,B,Anna Bosc,Algeria,Gabriela Tsenkova,Bulgaria,1,3,blue,Gabriela Tsenkova,Anna Bosc,points,decided,reported
b124,2026-09-11,08:56,1,Senior Men Assaut -56 kg,5,3,poule,B,Anthony Ghassiri,Algeria,ALAKBAR KHANMAMMADOV,Azerbaijan,1,3,blue,ALAKBAR KHANMAMMADOV,Anthony Ghassiri,points,decided,reported
b125,2026-09-11,08:56,2,Senior Women Assaut +75 kg,6,8,poule,A,TOUSSAINT MARGUERITE,Belgium,Giada VITRANI,Slovenia,3,1,red,TOUSSAINT MARGUERITE,Giada VITRANI,points,decided,reported
b126,2026-09-11,08:56,3,Senior Women Assaut -65 kg,6,5,poule,C,Riikka Holopainen,Finland,Jessica Diethold,Germany,3,1,red,Riikka Holopainen,Jessica Diethold,points,decided,reported
b127,2026-09-11,09:09,1,Senior Men Assaut -56 kg,5,3,poule,C,Abolfazl Dowlat Abadi,Iran,CAVROT-WESTERLINCK Ethan,France,,3,blue,CAVROT-WESTERLINCK Ethan,Abolfazl Dowlat Abadi,disqualification,decided,reported
b128,2026-09-11,09:09,2,Senior Men Assaut -65 kg,5,5,poule,C,Rishav Sharma,India,Nour-Eddine Behhdadi,Canada,1,3,blue,Nour-Eddine Behhdadi,Rishav Sharma,points,decided,reported
b129,2026-09-11,09:09,3,Senior Women Assaut -65 kg,6,5,poule,D,Mahdiyeh Alizadeh,Iran,LEMAIRE EMMA,Belgium,1,3,blue,LEMAIRE EMMA,Mahdiyeh Alizadeh,points,decided,reported
b130,2026-09-11,09:22,1,Senior Women Assaut -60kg,6,4,poule,A,ROUSSY Noa,France,Mirta Obelić,Croatia,3,1,red,ROUSSY Noa,Mirta Obelić,points,decided,reported
b131,2026-09-11,09:22,2,Senior Men Assaut -65 kg,5,5,poule,D,Nihat GULIYEV,Azerbaijan,Rony BAABAN A,Cameroon,3,1,red,Nihat GULIYEV,Rony BAABAN A,points,decided,reported
b132,2026-09-11,09:22,3,Senior Women Assaut -75 kg,6,7,poule,A,DJONDO Sara,France,Anastasiia GAVRICHENKO,Neutral Athlete,3,1,red,DJONDO Sara,Anastasiia GAVRICHENKO,points,decided,reported
b133,2026-09-11,09:35,1,Senior Women Assaut -60kg,6,4,poule,B,Arijana Otašević,Serbia,Maria BEN MOUSSA,Algeria,1,3,blue,Maria BEN MOUSSA,Arijana Otašević,points,decided,reported
b134,2026-09-11,09:35,2,Senior Men Assaut -65 kg,5,5,poule,E,Hamzeh Moradian,Iran,DEL GIUDICE YANIS,Belgium,3,1,red,Hamzeh Moradian,DEL GIUDICE YANIS,points,decided,reported
b135,2026-09-11,09:35,3,Senior Women Assaut -75 kg,6,7,poule,B,Emily COLAUTTI,Slovenia,Chanistha JOSHI,Mauritius,1,3,blue,Chanistha JOSHI,Emily COLAUTTI,points,decided,reported
b136,2026-09-11,09:48,1,Senior Women Assaut -60kg,6,4,poule,B,EYLÜL KORKMAZ,Turkey,HEUNG TSZ YING,"Hong Kong, China",3,1,red,EYLÜL KORKMAZ,HEUNG TSZ YING,points,decided,reported
b137,2026-09-11,09:48,2,Senior Men Assaut -65 kg,5,5,poule,F,DESARME Pierre-Ley,France,SERIGNE FALLOU MBOUP,Senegal,3,1,red,DESARME Pierre-Ley,SERIGNE FALLOU MBOUP,points,decided,reported
b138,2026-09-11,10:01,1,Senior Women Assaut -70 kg,6,6,poule,A,BUGADA Marine,France,HALILOU Haoua,Cameroon,3,1,red,BUGADA Marine,HALILOU Haoua,points,decided,reported
b139,2026-09-11,10:01,2,Senior Women Assaut -52 kg,6,2,poule,A,Tóth-Csáki Fruzsina,Hungary,Zarha Slimani,Algeria,3,,red,Tóth-Csáki Fruzsina,Zarha Slimani,forfait,decided,reported
b140,2026-09-11,10:14,1,Senior Women Assaut -70 kg,6,6,poule,B,Sofia MATNANE,Slovenia,Soraya Bouzidi,Canada,,3,blue,Soraya Bouzidi,Sofia MATNANE,forfait,decided,reported
b141,2026-09-11,10:14,2,Senior Women Assaut -52 kg,6,2,poule,B,Louisa Furniss,Great Britain,Stefania Aleksandrova,Bulgaria,1,3,blue,Stefania Aleksandrova,Louisa Furniss,points,decided,reported
b142,2026-09-11,10:14,3,Senior Women Assaut -65 kg,6,5,poule,B,Giulia RUDEZ,Slovenia,Gabriela Tsenkova,Bulgaria,1,3,blue,Gabriela Tsenkova,Giulia RUDEZ,points,decided,reported
b143,2026-09-11,10:27,1,Senior Women Assaut -70 kg,6,6,poule,B,Jessica NOMBREUSE,Mauritius,Selvi Aleyna GILO,Turkey,3,1,red,Jessica NOMBREUSE,Selvi Aleyna GILO,points,decided,reported
b144,2026-09-11,10:27,2,Senior Women Assaut -52 kg,6,2,poule,C,Kira TOROPOVA,Neutral Athlete,Tajana Koščak,Croatia,3,1,red,Kira TOROPOVA,Tajana Koščak,points,decided,reported
b145,2026-09-11,10:27,3,Senior Women Assaut -65 kg,6,5,poule,C,Giulia Triolo,Italy,Jessica Diethold,Germany,3,1,red,Giulia Triolo,Jessica Diethold,points,decided,reported
b146,2026-09-11,10:40,1,Senior Men Assaut -56 kg,5,3,poule,C,Abolfazl Dowlat Abadi,Iran,Johan Felipe Caballos Peña,Colombia,1,3,blue,Johan Felipe Caballos Peña,Abolfazl Dowlat Abadi,points,decided,reported
b147,2026-09-11,10:40,2,Senior Women Assaut -52 kg,6,2,poule,D,Georlice Kelia Lollos,Italy,Mariko HARA,Japan,3,1,red,Georlice Kelia Lollos,Mariko HARA,points,decided,reported
b148,2026-09-11,10:40,3,Senior Women Assaut -65 kg,6,5,poule,D,Mahdiyeh Alizadeh,Iran,Elena ANTIPOVA,Neutral Athlete,1,3,blue,Elena ANTIPOVA,Mahdiyeh Alizadeh,points,decided,reported
b149,2026-09-11,10:53,1,Senior Men Assaut -56 kg,5,3,poule,C,PECQUET BAPTISTE,Belgium,CAVROT-WESTERLINCK Ethan,France,1,3,blue,CAVROT-WESTERLINCK Ethan,PECQUET BAPTISTE,points,decided,reported
b150,2026-09-11,10:53,2,Senior Women Assaut -52 kg,6,2,poule,E,LEMAYLLEUX NATHALIE,Belgium,DELAPLESSE Arwen,France,1,3,blue,DELAPLESSE Arwen,LEMAYLLEUX NATHALIE,points,decided,reported
b151,2026-09-11,10:53,3,Senior Women Assaut -75 kg,6,7,poule,A,DJONDO Sara,France,Jelena Sedoglavić,Serbia,1,3,blue,Jelena Sedoglavić,DJONDO Sara,points,decided,reported
b152,2026-09-11,11:06,1,Senior Women Assaut -60kg,6,4,poule,A,ROUSSY Noa,France,Anastasiia TSVETKOVA,Neutral Athlete,3,1,red,ROUSSY Noa,Anastasiia TSVETKOVA,points,decided,reported
b153,2026-09-11,11:06,2,Senior Men Assaut -85 kg,5,10,poule,A,MASSAMBA MAR,Senegal,BERKE YILMAZ,Turkey,3,1,red,MASSAMBA MAR,BERKE YILMAZ,points,decided,reported
b154,2026-09-11,11:06,3,Senior Women Assaut -75 kg,6,7,poule,B,Emily COLAUTTI,Slovenia,AYBÜKE SUÇIKAR,Turkey,1,3,blue,AYBÜKE SUÇIKAR,Emily COLAUTTI,points,decided,reported
b155,2026-09-11,11:19,1,Senior Women Assaut -60kg,6,4,poule,B,Arijana Otašević,Serbia,EYLÜL KORKMAZ,Turkey,3,1,red,Arijana Otašević,EYLÜL KORKMAZ,points,decided,reported
b156,2026-09-11,11:19,2,Senior Men Assaut -65 kg,5,5,poule,F,DESARME Pierre-Ley,France,Matei Stefan,Romania,3,1,red,DESARME Pierre-Ley,Matei Stefan,points,decided,reported
b157,2026-09-11,11:19,3,Senior Men Assaut -80 kg,5,9,1/4,,Grigorii DROGIN,Neutral Athlete,Valentino Florjanić,Croatia,3,1,red,Grigorii DROGIN,Valentino Florjanić,points,decided,reported
b158,2026-09-11,11:32,1,Senior Women Assaut -70 kg,6,6,poule,A,BUGADA Marine,France,KAABI Elissa,Tunisia,3,1,red,BUGADA Marine,KAABI Elissa,points,decided,reported
b159,2026-09-11,11:32,2,Senior Women Assaut -52 kg,6,2,poule,A,Tóth-Csáki Fruzsina,Hungary,Marianna ZACCARO,Slovenia,1,3,blue,Marianna ZACCARO,Tóth-Csáki Fruzsina,points,decided,reported
b160,2026-09-11,11:32,3,Senior Men Assaut -80 kg,5,9,1/4,,Silvio Fortunato,Italy,LACHENAL Edouard,Switzerland,1,3,blue,LACHENAL Edouard,Silvio Fortunato,points,decided,reported
b161,2026-09-11,11:45,1,Senior Women Assaut -48 kg,6,1,poule,C,LAPAUW CLOE,Belgium,Sarah Pierre,Mauritius,3,1,red,LAPAUW CLOE,Sarah Pierre,points,decided,reported
b162,2026-09-11,11:45,2,Senior Women Assaut -52 kg,6,2,poule,B,Louisa Furniss,Great Britain,Nadja Begojev,Serbia,3,1,red,Louisa Furniss,Nadja Begojev,points,decided,reported
b163,2026-09-11,11:45,3,Senior Men Assaut -80 kg,5,9,1/4,,IDRISSA SAGNA,Senegal,AmirReza Zarghani,Iran,3,1,red,IDRISSA SAGNA,AmirReza Zarghani,points,decided,reported
b164,2026-09-11,11:58,1,Senior Women Assaut -70 kg,6,6,poule,A,MINET GWENAËLLE,Belgium,HALILOU Haoua,Cameroon,3,1,red,MINET GWENAËLLE,HALILOU Haoua,points,decided,reported
b165,2026-09-11,11:58,2,Senior Women Assaut -52 kg,6,2,poule,C,Kira TOROPOVA,Neutral Athlete,Salla Nordman,Finland,3,1,red,Kira TOROPOVA,Salla Nordman,points,decided,reported
b166,2026-09-11,11:58,3,Senior Men Assaut -80 kg,5,9,1/4,,BIENVENU Jovan,France,James Antill,Great Britain,3,1,red,BIENVENU Jovan,James Antill,points,decided,reported
b167,2026-09-11,13:15,1,Senior Women Assaut -70 kg,6,6,poule,B,Sofia MATNANE,Slovenia,Jessica NOMBREUSE,Mauritius,,3,blue,Jessica NOMBREUSE,Sofia MATNANE,forfait,decided,reported
b168,2026-09-11,13:15,2,Senior Men Assaut -65 kg,5,5,poule,F,SERIGNE FALLOU MBOUP,Senegal,Matei Stefan,Romania,3,1,red,SERIGNE FALLOU MBOUP,Matei Stefan,points,decided,reported
b169,2026-09-11,13:15,3,Senior Women Assaut -65 kg,6,5,poule,D,LEMAIRE EMMA,Belgium,Elena ANTIPOVA,Neutral Athlete,3,1,red,LEMAIRE EMMA,Elena ANTIPOVA,points,decided,reported
b170,2026-09-11,13:28,1,Senior Women Assaut -48 kg,6,1,poule,C,Viktoria Vogel,Austria,Sarah Pierre,Mauritius,3,1,red,Viktoria Vogel,Sarah Pierre,points,decided,reported
b171,2026-09-11,13:28,2,Senior Women Assaut -52 kg,6,2,poule,A,Zarha Slimani,Algeria,Marianna ZACCARO,Slovenia,,3,blue,Marianna ZACCARO,Zarha Slimani,forfait,decided,reported
b172,2026-09-11,13:28,3,Senior Women Assaut -75 kg,6,7,poule,A,Anastasiia GAVRICHENKO,Neutral Athlete,Jelena Sedoglavić,Serbia,1,3,blue,Jelena Sedoglavić,Anastasiia GAVRICHENKO,points,decided,reported
b173,2026-09-11,13:41,1,Senior Women Assaut -48 kg,6,1,poule,C,LAPAUW CLOE,Belgium,NANDI Chloe,France,1,3,blue,NANDI Chloe,LAPAUW CLOE,points,decided,reported
b174,2026-09-11,13:41,2,Senior Women Assaut -52 kg,6,2,poule,B,Stefania Aleksandrova,Bulgaria,Nadja Begojev,Serbia,3,1,red,Stefania Aleksandrova,Nadja Begojev,points,decided,reported
b175,2026-09-11,13:41,3,Senior Women Assaut -75 kg,6,7,poule,B,Chanistha JOSHI,Mauritius,AYBÜKE SUÇIKAR,Turkey,1,3,blue,AYBÜKE SUÇIKAR,Chanistha JOSHI,points,decided,reported
b176,2026-09-11,13:54,1,Senior Women Assaut -70 kg,6,6,poule,A,MINET GWENAËLLE,Belgium,KAABI Elissa,Tunisia,3,1,red,MINET GWENAËLLE,KAABI Elissa,points,decided,reported
b177,2026-09-11,13:54,2,Senior Women Assaut -52 kg,6,2,poule,C,Tajana Koščak,Croatia,Salla Nordman,Finland,3,1,red,Tajana Koščak,Salla Nordman,points,decided,reported
b178,2026-09-11,14:07,1,Senior Women Assaut -60kg,6,4,poule,A,Mirta Obelić,Croatia,Anastasiia TSVETKOVA,Neutral Athlete,1,3,blue,Anastasiia TSVETKOVA,Mirta Obelić,points,decided,reported
b179,2026-09-11,14:07,2,Senior Women Assaut -52 kg,6,2,poule,D,Georlice Kelia Lollos,Italy,Nargol Rafiee,Iran,3,1,red,Georlice Kelia Lollos,Nargol Rafiee,points,decided,reported
b180,2026-09-11,14:20,1,Senior Women Assaut -60kg,6,4,poule,B,Arijana Otašević,Serbia,HEUNG TSZ YING,"Hong Kong, China",3,1,red,Arijana Otašević,HEUNG TSZ YING,points,decided,reported
b181,2026-09-11,14:20,2,Senior Women Assaut -52 kg,6,2,poule,E,LEMAYLLEUX NATHALIE,Belgium,KONOVALCHUK ANASTASIIA,Ukraine,1,3,blue,KONOVALCHUK ANASTASIIA,LEMAYLLEUX NATHALIE,points,decided,reported
b182,2026-09-11,14:33,1,Senior Women Assaut -60kg,6,4,poule,B,Maria BEN MOUSSA,Algeria,EYLÜL KORKMAZ,Turkey,3,1,red,Maria BEN MOUSSA,EYLÜL KORKMAZ,points,decided,reported
b183,2026-09-11,14:33,2,Senior Men Assaut -85 kg,5,10,poule,A,MASSAMBA MAR,Senegal,Riad Idjellidaine,Algeria,3,1,red,MASSAMBA MAR,Riad Idjellidaine,points,decided,reported
b184,2026-09-11,14:46,1,Senior Women Assaut +75 kg,6,8,poule,A,POCHET Lohane,France,TOUSSAINT MARGUERITE,Belgium,3,1,red,POCHET Lohane,TOUSSAINT MARGUERITE,points,decided,reported
b185,2026-09-11,14:46,2,Senior Men Assaut -85 kg,5,10,poule,B,Olivier Foult,Canada,James Southwood,Great Britain,1,3,blue,James Southwood,Olivier Foult,points,decided,reported
b186,2026-09-11,14:46,3,Senior Men Assaut -75 kg,5,7,poule,A,Farkas Botond,Hungary,Chant HOVHANNISYAN,Armenia,3,,red,Farkas Botond,Chant HOVHANNISYAN,forfait,decided,reported
b187,2026-09-11,14:59,1,Senior Women Assaut +75 kg,6,8,poule,A,Giada VITRANI,Slovenia,ASYA DİLA AKSOY,Turkey,1,3,blue,ASYA DİLA AKSOY,Giada VITRANI,points,decided,reported
b188,2026-09-11,14:59,2,Senior Men Assaut -85 kg,5,10,poule,C,Nikolai IARANTSEV,Neutral Athlete,Vugar EYYUBOV,Azerbaijan,3,,red,Nikolai IARANTSEV,Vugar EYYUBOV,forfait,decided,reported
b189,2026-09-11,14:59,3,Senior Men Assaut -75 kg,5,7,poule,B,VOINOV VITALII,Ukraine,Mehmet Emin ERTUĞRUL,Turkey,3,1,red,VOINOV VITALII,Mehmet Emin ERTUĞRUL,points,decided,reported
b190,2026-09-11,15:12,1,Senior Men Assaut -65 kg,5,5,poule,A,Szabára Dávid,Hungary,SAYT ESMIT OZUNA CEBALLOS,Colombia,3,1,red,Szabára Dávid,SAYT ESMIT OZUNA CEBALLOS,points,decided,reported
b191,2026-09-11,15:12,2,Senior Men Assaut -85 kg,5,10,poule,D,Basil Twayana,Nepal,Noah Kaergel,Germany,1,3,blue,Noah Kaergel,Basil Twayana,points,decided,reported
b192,2026-09-11,15:12,3,Senior Men Assaut -75 kg,5,7,poule,C,Kevin Truesdale,New Zealand,Radoje Stevanović,Serbia,1,3,blue,Radoje Stevanović,Kevin Truesdale,points,decided,reported
b193,2026-09-11,15:25,1,Senior Men Assaut -65 kg,5,5,poule,B,POSKOCHIN OLEKSANDR,Ukraine,FATİH ÖREN,Turkey,1,3,blue,FATİH ÖREN,POSKOCHIN OLEKSANDR,points,decided,reported
b194,2026-09-11,15:25,2,Senior Men Assaut -85 kg,5,10,poule,E,VAN HOECKE CHRIS,Belgium,DEMOUGEOT Franck,France,1,3,blue,DEMOUGEOT Franck,VAN HOECKE CHRIS,points,decided,reported
b195,2026-09-11,15:25,3,Senior Men Assaut -75 kg,5,7,poule,D,NYAMA André,Cameroon,Simone Cogrossi,Italy,1,3,blue,Simone Cogrossi,NYAMA André,points,decided,reported
b196,2026-09-11,15:38,1,Senior Men Assaut -65 kg,5,5,poule,C,Smael Mayouf,Algeria,Rishav Sharma,India,3,1,red,Smael Mayouf,Rishav Sharma,points,decided,reported
b197,2026-09-11,15:38,2,Senior Women Assaut -65 kg,6,5,poule,A,SERENA Fanny,France,KURNOSENKO SOFIIA,Ukraine,3,1,red,SERENA Fanny,KURNOSENKO SOFIIA,points,decided,reported
b198,2026-09-11,15:51,1,Senior Men Assaut -65 kg,5,5,poule,D,Kirill KURILKO,Neutral Athlete,Nihat GULIYEV,Azerbaijan,1,3,blue,Nihat GULIYEV,Kirill KURILKO,points,decided,reported
b199,2026-09-11,15:51,2,Senior Women Assaut -52 kg,6,2,poule,D,Mariko HARA,Japan,Nargol Rafiee,Iran,3,1,red,Mariko HARA,Nargol Rafiee,points,decided,reported
b200,2026-09-11,16:04,1,Senior Women Assaut -60kg,6,4,poule,B,Maria BEN MOUSSA,Algeria,HEUNG TSZ YING,"Hong Kong, China",3,1,red,Maria BEN MOUSSA,HEUNG TSZ YING,points,decided,reported
b201,2026-09-11,16:04,2,Senior Women Assaut -52 kg,6,2,poule,E,DELAPLESSE Arwen,France,KONOVALCHUK ANASTASIIA,Ukraine,3,1,red,DELAPLESSE Arwen,KONOVALCHUK ANASTASIIA,points,decided,reported
b202,2026-09-11,16:17,1,Senior Women Assaut -70 kg,6,6,poule,B,Sofia MATNANE,Slovenia,Selvi Aleyna GILO,Turkey,,3,blue,Selvi Aleyna GILO,Sofia MATNANE,forfait,decided,reported
b203,2026-09-11,16:17,2,Senior Men Assaut -85 kg,5,10,poule,A,BERKE YILMAZ,Turkey,Riad Idjellidaine,Algeria,1,3,blue,Riad Idjellidaine,BERKE YILMAZ,points,decided,reported
b204,2026-09-11,16:17,3,Senior Men Assaut -75 kg,5,7,poule,E,Johannes Stindt,Germany,Yoshinori HASHIMOTO,Japan,3,1,red,Johannes Stindt,Yoshinori HASHIMOTO,points,decided,reported
b205,2026-09-11,16:30,1,Senior Men Assaut -65 kg,5,5,poule,E,HEUNG TSZ HEI,"Hong Kong, China",Hamzeh Moradian,Iran,1,3,blue,Hamzeh Moradian,HEUNG TSZ HEI,points,decided,reported
b206,2026-09-11,16:30,2,Senior Men Assaut -85 kg,5,10,poule,B,Olivier Foult,Canada,Luka Babić,Serbia,3,1,red,Olivier Foult,Luka Babić,points,decided,reported
b207,2026-09-11,16:30,3,Senior Men Assaut -75 kg,5,7,poule,F,D'ERRICO JULIEN,Belgium,GARCIA Iden,France,1,3,blue,GARCIA Iden,D'ERRICO JULIEN,points,decided,reported
b208,2026-09-11,16:43,1,Senior Men Assaut -65 kg,5,5,poule,A,Szabára Dávid,Hungary,Mamadou Marrif SOW,Guinea Conakry,3,1,red,Szabára Dávid,Mamadou Marrif SOW,points,decided,reported
b209,2026-09-11,16:43,2,Senior Men Assaut -85 kg,5,10,poule,C,Nikolai IARANTSEV,Neutral Athlete,Emanuel Šprem,Croatia,1,3,blue,Emanuel Šprem,Nikolai IARANTSEV,points,decided,reported
b210,2026-09-11,16:43,3,Senior Men Assaut -75 kg,5,7,poule,F,CAMARA Mohamadou,Senegal,Omidullah Alizadah,Refugee,3,1,red,CAMARA Mohamadou,Omidullah Alizadah,points,decided,reported
b211,2026-09-11,16:56,1,Senior Men Assaut -65 kg,5,5,poule,B,POSKOCHIN OLEKSANDR,Ukraine,Florian SUBDURALLY,Mauritius,1,3,blue,Florian SUBDURALLY,POSKOCHIN OLEKSANDR,points,decided,reported
b212,2026-09-11,16:56,2,Senior Men Assaut -85 kg,5,10,poule,D,Basil Twayana,Nepal,Masoud Askari,Iran,1,3,blue,Masoud Askari,Basil Twayana,points,decided,reported
b213,2026-09-11,16:56,3,Senior Men Assaut -70 kg,5,6,poule,D,Tommaso Mari,Italy,MohammadHossein Fallah,Iran,1,3,blue,MohammadHossein Fallah,Tommaso Mari,points,decided,reported
b214,2026-09-11,17:09,1,Senior Women Assaut +75 kg,6,8,poule,A,TOUSSAINT MARGUERITE,Belgium,ASYA DİLA AKSOY,Turkey,3,1,red,TOUSSAINT MARGUERITE,ASYA DİLA AKSOY,points,decided,reported
b215,2026-09-11,17:09,2,Senior Men Assaut -85 kg,5,10,poule,E,VAN HOECKE CHRIS,Belgium,CHEKH PAVLO,Ukraine,3,1,red,VAN HOECKE CHRIS,CHEKH PAVLO,points,decided,reported
b216,2026-09-11,17:09,3,Senior Men Assaut +85 kg,5,11,poule,C,Nikola Vukčević,Serbia,Sanan BABAZADE,Azerbaijan,3,,red,Nikola Vukčević,Sanan BABAZADE,forfait,decided,reported
b217,2026-09-11,17:22,1,Senior Men Assaut -65 kg,5,5,poule,C,Smael Mayouf,Algeria,Nour-Eddine Behhdadi,Canada,3,1,red,Smael Mayouf,Nour-Eddine Behhdadi,points,decided,reported
b218,2026-09-11,17:22,2,Senior Women Assaut -65 kg,6,5,poule,A,SERENA Fanny,France,ZÜMRA KERİM,Turkey,3,1,red,SERENA Fanny,ZÜMRA KERİM,points,decided,reported
b219,2026-09-11,17:22,3,Senior Men Assaut +85 kg,5,11,poule,C,Egor GOLOVCHENKO,Neutral Athlete,Luka Sakač,Croatia,1,3,blue,Luka Sakač,Egor GOLOVCHENKO,points,decided,reported
b220,2026-09-11,17:35,1,Senior Women Assaut -70 kg,6,6,poule,B,Soraya Bouzidi,Canada,Jessica NOMBREUSE,Mauritius,1,3,blue,Jessica NOMBREUSE,Soraya Bouzidi,points,decided,reported
b221,2026-09-11,17:35,2,Senior Women Assaut -65 kg,6,5,poule,B,Anna Bosc,Algeria,Giulia RUDEZ,Slovenia,3,1,red,Anna Bosc,Giulia RUDEZ,points,decided,reported
b222,2026-09-11,17:48,1,Senior Women Assaut +75 kg,6,8,poule,A,POCHET Lohane,France,Giada VITRANI,Slovenia,3,,red,POCHET Lohane,Giada VITRANI,forfait,decided,reported
b223,2026-09-11,17:48,2,Senior Women Assaut -65 kg,6,5,poule,C,Riikka Holopainen,Finland,Giulia Triolo,Italy,1,3,blue,Giulia Triolo,Riikka Holopainen,points,decided,reported
b224,2026-09-11,17:48,3,Senior Men Assaut -60kg,5,4,poule,D,Kenta FUNAYAMA,Japan,Howard Ríos,Colombia,1,3,blue,Howard Ríos,Kenta FUNAYAMA,points,decided,reported
b225,2026-09-11,18:01,1,Senior Men Assaut -65 kg,5,5,poule,D,Kirill KURILKO,Neutral Athlete,Rony BAABAN A,Cameroon,1,3,blue,Rony BAABAN A,Kirill KURILKO,points,decided,reported
b226,2026-09-11,18:01,2,Senior Men Assaut -85 kg,5,10,poule,B,James Southwood,Great Britain,Luka Babić,Serbia,1,3,blue,Luka Babić,James Southwood,points,decided,reported
b227,2026-09-11,18:01,3,Senior Women Assaut -56 kg,6,3,poule,C,KERRINCKX ELISABETH,Belgium,SAPONOVA ALISA,Ukraine,1,3,blue,SAPONOVA ALISA,KERRINCKX ELISABETH,points,decided,reported
b228,2026-09-11,18:14,1,Senior Men Assaut -65 kg,5,5,poule,A,SAYT ESMIT OZUNA CEBALLOS,Colombia,Mamadou Marrif SOW,Guinea Conakry,1,3,blue,Mamadou Marrif SOW,SAYT ESMIT OZUNA CEBALLOS,points,decided,reported
b229,2026-09-11,18:14,2,Senior Men Assaut -85 kg,5,10,poule,C,Vugar EYYUBOV,Azerbaijan,Emanuel Šprem,Croatia,,3,blue,Emanuel Šprem,Vugar EYYUBOV,forfait,decided,reported
b230,2026-09-11,18:14,3,Senior Men Assaut -56 kg,5,3,poule,C,PECQUET BAPTISTE,Belgium,Johan Felipe Caballos Peña,Colombia,3,1,red,PECQUET BAPTISTE,Johan Felipe Caballos Peña,points,decided,reported
b231,2026-09-11,18:27,1,Senior Men Assaut -65 kg,5,5,poule,B,FATİH ÖREN,Turkey,Florian SUBDURALLY,Mauritius,1,3,blue,Florian SUBDURALLY,FATİH ÖREN,points,decided,reported
b232,2026-09-11,18:27,2,Senior Men Assaut -85 kg,5,10,poule,D,Noah Kaergel,Germany,Masoud Askari,Iran,1,3,blue,Masoud Askari,Noah Kaergel,points,decided,reported
b233,2026-09-11,18:27,3,Senior Women Assaut -48 kg,6,1,poule,C,Viktoria Vogel,Austria,NANDI Chloe,France,1,3,blue,NANDI Chloe,Viktoria Vogel,points,decided,reported
b234,2026-09-11,18:40,1,Senior Men Assaut -65 kg,5,5,poule,E,HEUNG TSZ HEI,"Hong Kong, China",DEL GIUDICE YANIS,Belgium,,3,blue,DEL GIUDICE YANIS,HEUNG TSZ HEI,disqualification,decided,reported
b235,2026-09-11,18:40,2,Senior Men Assaut -85 kg,5,10,poule,E,DEMOUGEOT Franck,France,CHEKH PAVLO,Ukraine,3,1,red,DEMOUGEOT Franck,CHEKH PAVLO,points,decided,reported
b236,2026-09-12,08:30,1,Senior Men Assaut -75 kg,5,7,poule,,GAREL Florian,Chinese Taipei,Oscar Mauricio Calderón Ramírez,Colombia,,,,,,,unresolved,
b237,2026-09-12,08:40,1,Senior Men Assaut -65 kg,5,5,1/4,,Nihat GULIYEV,Azerbaijan,Nour-Eddine Behhdadi,Canada,3,1,red,Nihat GULIYEV,Nour-Eddine Behhdadi,points,decided,reported
b238,2026-09-12,08:40,2,Senior Men Assaut -65 kg,5,5,1/4,,DESARME Pierre-Ley,France,Hamzeh Moradian,Iran,3,1,red,DESARME Pierre-Ley,Hamzeh Moradian,points,decided,reported
b239,2026-09-12,08:40,3,Senior Men Assaut -65 kg,5,5,1/4,,Florian SUBDURALLY,Mauritius,Mamadou Marrif SOW,Guinea Conakry,3,1,red,Florian SUBDURALLY,Mamadou Marrif SOW,points,decided,reported
b240,2026-09-12,08:53,1,Senior Men Assaut -65 kg,5,5,1/4,,Szabára Dávid,Hungary,Smael Mayouf,Algeria,3,1,red,Szabára Dávid,Smael Mayouf,points,decided,reported
b241,2026-09-12,08:53,2,Senior Men Assaut -70 kg,5,6,1/4,,GHASSIRI Johan,France,Narek BABADZHANIAN,Neutral Athlete,3,1,red,GHASSIRI Johan,Narek BABADZHANIAN,points,decided,reported
b242,2026-09-12,08:53,3,Senior Men Assaut -70 kg,5,6,1/4,,MohammadHossein Fallah,Iran,LOPEZ Ousmane,Senegal,3,1,red,MohammadHossein Fallah,LOPEZ Ousmane,points,decided,reported
b243,2026-09-12,09:06,1,Senior Men Assaut -70 kg,5,6,1/4,,Kamel Mayouf,Algeria,DIRICQ ENZO,Belgium,1,3,blue,DIRICQ ENZO,Kamel Mayouf,points,decided,reported
b244,2026-09-12,09:06,2,Senior Men Assaut -70 kg,5,6,1/4,,Robert Rijetković,Croatia,Tommaso Mari,Italy,3,1,red,Robert Rijetković,Tommaso Mari,points,decided,reported
b245,2026-09-12,09:06,3,Senior Men Assaut -75 kg,5,7,1/4,,Farzam Fallah,Iran,Farkas Botond,Hungary,3,1,red,Farzam Fallah,Farkas Botond,points,decided,reported
b246,2026-09-12,09:19,1,Senior Men Assaut -75 kg,5,7,1/4,,GARCIA Iden,France,Johannes Stindt,Germany,3,1,red,GARCIA Iden,Johannes Stindt,points,decided,reported
b247,2026-09-12,09:19,2,Senior Men Assaut -75 kg,5,7,1/4,,Bartol Pavičić,Croatia,D'ERRICO JULIEN,Belgium,3,1,red,Bartol Pavičić,D'ERRICO JULIEN,points,decided,reported
b248,2026-09-12,09:19,3,Senior Men Assaut -75 kg,5,7,1/4,,Simone Cogrossi,Italy,Mehmet Emin ERTUĞRUL,Turkey,3,1,red,Simone Cogrossi,Mehmet Emin ERTUĞRUL,points,decided,reported
