tournament,bout_id,date,time,ring,category,gender,age_class,weight_kg,weight_bound,phase,poule,red,red_country,red_club,red_weighed,blue,blue_country,blue_club,blue_weighed,red_points,blue_points,red_warnings,blue_warnings,winner_corner,winner,loser,decision,decision_detail,status,result_source
world-assaut-2026,world-assaut-2026-0095,2026-09-10,16:43,2,Senior Men Assaut +85 kg,Men,Senior,85,over,poule,D,Gabriele Fioravanti,Italy,,,Balla TRAORÉ,Mali,,,1,3,0,0,blue,Balla TRAORÉ,Gabriele Fioravanti,points,,decided,reported
world-assaut-2026,world-assaut-2026-0096,2026-09-10,16:43,3,Senior Women Assaut -48 kg,Women,Senior,48,under,poule,B,Helena Beljak,Croatia,,,Mahdis Delghandi,Iran,,,3,1,1,0,red,Helena Beljak,Mahdis Delghandi,points,,decided,reported
world-assaut-2026,world-assaut-2026-0097,2026-09-10,16:56,1,Senior Men Assaut -80 kg,Men,Senior,80,under,poule,F,TOGNOCCHI JULIEN,Belgium,,,KOSTIUK NAZARII,Ukraine,,,1,3,0,0,blue,KOSTIUK NAZARII,TOGNOCCHI JULIEN,points,,decided,reported
world-assaut-2026,world-assaut-2026-0098,2026-09-10,16:56,2,Senior Men Assaut -60kg,Men,Senior,60,under,poule,A,Sajti Benjamin,Hungary,,,Gregory THOMASOO,Mauritius,,,1,3,0,0,blue,Gregory THOMASOO,Sajti Benjamin,points,,decided,reported
world-assaut-2026,world-assaut-2026-0099,2026-09-10,16:56,3,Senior Women Assaut -48 kg,Women,Senior,48,under,poule,C,Viktoria Vogel,Austria,,,LAPAUW CLOE,Belgium,,,3,1,1,0,red,Viktoria Vogel,LAPAUW CLOE,points,,decided,reported
world-assaut-2026,world-assaut-2026-0100,2026-09-10,17:09,1,Senior Men Assaut -70 kg,Men,Senior,70,under,poule,A,LOPEZ Ousmane,Senegal,,,Yonier Mauricio Cruz Salamanca,Colombia,,,3,1,0,0,red,LOPEZ Ousmane,Yonier Mauricio Cruz Salamanca,points,,decided,reported
world-assaut-2026,world-assaut-2026-0101,2026-09-10,17:09,2,Senior Men Assaut -60kg,Men,Senior,60,under,poule,B,Sim Cong Yu,Chinese Taipei,,,Robin Drigues,Canada,,,1,3,0,0,blue,Robin Drigues,Sim Cong Yu,points,,decided,reported
world-assaut-2026,world-assaut-2026-0102,2026-09-10,17:09,3,Senior Women Assaut -48 kg,Women,Senior,48,under,poule,C,NANDI Chloe,France,,,Sarah Pierre,Mauritius,,,3,1,0,0,red,NANDI Chloe,Sarah Pierre,points,,decided,reported
world-assaut-2026,world-assaut-2026-0103,2026-09-10,17:22,1,Senior Men Assaut -70 kg,Men,Senior,70,under,poule,B,Kamel Mayouf,Algeria,,,Mihajlo Dodić,Serbia,,,3,1,0,1,red,Kamel Mayouf,Mihajlo Dodić,points,,decided,reported
world-assaut-2026,world-assaut-2026-0104,2026-09-10,17:22,2,Senior Men Assaut +85 kg,Men,Senior,85,over,poule,C,Egor GOLOVCHENKO,Neutral Athlete,,,Sanan BABAZADE,Azerbaijan,,,3,,1,3,red,Egor GOLOVCHENKO,Sanan BABAZADE,disqualification,,decided,reported
world-assaut-2026,world-assaut-2026-0105,2026-09-10,17:22,3,Senior Women Assaut -70 kg,Women,Senior,70,under,poule,A,BUGADA Marine,France,,,MINET GWENAËLLE,Belgium,,,3,1,0,0,red,BUGADA Marine,MINET GWENAËLLE,points,,decided,reported
world-assaut-2026,world-assaut-2026-0106,2026-09-10,17:35,1,Senior Men Assaut -70 kg,Men,Senior,70,under,poule,C,Narek BABADZHANIAN,Neutral Athlete,,,Gadir BARKHUDARLI,Azerbaijan,,,3,,0,3,red,Narek BABADZHANIAN,Gadir BARKHUDARLI,disqualification,,decided,reported
world-assaut-2026,world-assaut-2026-0107,2026-09-10,17:35,2,Senior Men Assaut -60kg,Men,Senior,60,under,poule,C,Alen Nokaj,Croatia,,,Yasin IBRAHIMOV,Azerbaijan,,,1,3,2,2,blue,Yasin IBRAHIMOV,Alen Nokaj,points,,decided,reported
world-assaut-2026,world-assaut-2026-0108,2026-09-10,17:35,3,Senior Women Assaut -56 kg,Women,Senior,56,under,poule,C,KERRINCKX ELISABETH,Belgium,,,LOBJEOIS Gwendoline,France,,,1,3,0,0,blue,LOBJEOIS Gwendoline,KERRINCKX ELISABETH,points,,decided,reported
world-assaut-2026,world-assaut-2026-0109,2026-09-10,17:48,1,Senior Men Assaut -80 kg,Men,Senior,80,under,poule,D,Valentino Florjanić,Croatia,,,Lauri Ilves,Finland,,,3,1,1,0,red,Valentino Florjanić,Lauri Ilves,points,,decided,reported
world-assaut-2026,world-assaut-2026-0110,2026-09-10,17:48,2,Senior Men Assaut -60kg,Men,Senior,60,under,poule,D,Kenta FUNAYAMA,Japan,,,Sajjad Dareini,Iran,,,1,3,0,0,blue,Sajjad Dareini,Kenta FUNAYAMA,points,,decided,reported
world-assaut-2026,world-assaut-2026-0111,2026-09-10,17:48,3,Senior Women Assaut -70 kg,Women,Senior,70,under,poule,A,HALILOU Haoua,Cameroon,,,KAABI Elissa,Tunisia,,,1,3,0,0,blue,KAABI Elissa,HALILOU Haoua,points,,decided,reported
world-assaut-2026,world-assaut-2026-0112,2026-09-10,18:01,1,Senior Men Assaut -80 kg,Men,Senior,80,under,poule,E,Jonathan Artback,Sweden,,,Alexander Kaltenbacher,Germany,,,3,1,0,0,red,Jonathan Artback,Alexander Kaltenbacher,points,,decided,reported
world-assaut-2026,world-assaut-2026-0113,2026-09-10,18:01,2,Senior Men Assaut -60kg,Men,Senior,60,under,poule,D,LAURENT Medhi,France,,,Howard Ríos,Colombia,,,3,1,0,0,red,LAURENT Medhi,Howard Ríos,points,,decided,reported
world-assaut-2026,world-assaut-2026-0114,2026-09-10,18:01,3,Senior Women Assaut -48 kg,Women,Senior,48,under,poule,A,Aicha Ouennas,Algeria,,,Lidia Abazovski,Serbia,,,1,3,0,0,blue,Lidia Abazovski,Aicha Ouennas,points,,decided,reported
world-assaut-2026,world-assaut-2026-0115,2026-09-10,18:14,1,Senior Men Assaut -70 kg,Men,Senior,70,under,poule,D,Tommaso Mari,Italy,,,CHAN WAI YIP,Hong Kong,,,3,1,0,2,red,Tommaso Mari,CHAN WAI YIP,points,,decided,reported
world-assaut-2026,world-assaut-2026-0116,2026-09-10,18:14,2,Senior Women Assaut -56 kg,Women,Senior,56,under,poule,A,Bukovinszky Luca,Hungary,,,ELİF YALIM,Turkey,,,3,1,0,2,red,Bukovinszky Luca,ELİF YALIM,points,,decided,reported
world-assaut-2026,world-assaut-2026-0117,2026-09-10,18:14,3,Senior Women Assaut -48 kg,Women,Senior,48,under,poule,B,Taeko SESHITA,Japan,,,Mahdis Delghandi,Iran,,,1,3,0,0,blue,Mahdis Delghandi,Taeko SESHITA,points,,decided,reported
world-assaut-2026,world-assaut-2026-0118,2026-09-11,08:30,1,Senior Women Assaut -56 kg,Women,Senior,56,under,poule,C,Rumi UMEDA,Japan,,,LOBJEOIS Gwendoline,France,,,1,3,0,0,blue,LOBJEOIS Gwendoline,Rumi UMEDA,points,,decided,reported
world-assaut-2026,world-assaut-2026-0119,2026-09-11,08:30,2,Senior Women Assaut -70 kg,Women,Senior,70,under,poule,B,Soraya Bouzidi,Canada,,,Selvi Aleyna GILO,Turkey,,,3,1,0,2,red,Soraya Bouzidi,Selvi Aleyna GILO,points,,decided,reported
world-assaut-2026,world-assaut-2026-0120,2026-09-11,08:30,3,Senior Women Assaut -65 kg,Women,Senior,65,under,poule,A,KURNOSENKO SOFIIA,Ukraine,,,ZÜMRA KERİM,Turkey,,,3,1,0,2,red,KURNOSENKO SOFIIA,ZÜMRA KERİM,points,,decided,reported
world-assaut-2026,world-assaut-2026-0121,2026-09-11,08:43,1,Senior Men Assaut -56 kg,Men,Senior,56,under,poule,B,Li Yu Hung,Chinese Taipei,,,Liu KUBOTA,Japan,,,3,1,0,0,red,Li Yu Hung,Liu KUBOTA,points,,decided,reported
world-assaut-2026,world-assaut-2026-0122,2026-09-11,08:43,2,Senior Women Assaut +75 kg,Women,Senior,75,over,poule,A,POCHET Lohane,France,,,ASYA DİLA AKSOY,Turkey,,,3,1,1,2,red,POCHET Lohane,ASYA DİLA AKSOY,points,,decided,reported
world-assaut-2026,world-assaut-2026-0123,2026-09-11,08:43,3,Senior Women Assaut -65 kg,Women,Senior,65,under,poule,B,Anna Bosc,Algeria,,,Gabriela Tsenkova,Bulgaria,,,1,3,1,1,blue,Gabriela Tsenkova,Anna Bosc,points,,decided,reported
world-assaut-2026,world-assaut-2026-0124,2026-09-11,08:56,1,Senior Men Assaut -56 kg,Men,Senior,56,under,poule,B,Anthony Ghassiri,Algeria,,,ALAKBAR KHANMAMMADOV,Azerbaijan,,,1,3,1,2,blue,ALAKBAR KHANMAMMADOV,Anthony Ghassiri,points,,decided,reported
world-assaut-2026,world-assaut-2026-0125,2026-09-11,08:56,2,Senior Women Assaut +75 kg,Women,Senior,75,over,poule,A,TOUSSAINT MARGUERITE,Belgium,,,Giada VITRANI,Slovenia,,,3,1,0,1,red,TOUSSAINT MARGUERITE,Giada VITRANI,points,,decided,reported
world-assaut-2026,world-assaut-2026-0126,2026-09-11,08:56,3,Senior Women Assaut -65 kg,Women,Senior,65,under,poule,C,Riikka Holopainen,Finland,,,Jessica Diethold,Germany,,,3,1,0,0,red,Riikka Holopainen,Jessica Diethold,points,,decided,reported
world-assaut-2026,world-assaut-2026-0127,2026-09-11,09:09,1,Senior Men Assaut -56 kg,Men,Senior,56,under,poule,C,Abolfazl Dowlat Abadi,Iran,,,CAVROT-WESTERLINCK Ethan,France,,,,3,3,1,blue,CAVROT-WESTERLINCK Ethan,Abolfazl Dowlat Abadi,disqualification,,decided,reported
world-assaut-2026,world-assaut-2026-0128,2026-09-11,09:09,2,Senior Men Assaut -65 kg,Men,Senior,65,under,poule,C,Rishav Sharma,India,,,Nour-Eddine Behhdadi,Canada,,,1,3,0,0,blue,Nour-Eddine Behhdadi,Rishav Sharma,points,,decided,reported
world-assaut-2026,world-assaut-2026-0129,2026-09-11,09:09,3,Senior Women Assaut -65 kg,Women,Senior,65,under,poule,D,Mahdiyeh Alizadeh,Iran,,,LEMAIRE EMMA,Belgium,,,1,3,1,0,blue,LEMAIRE EMMA,Mahdiyeh Alizadeh,points,,decided,reported
world-assaut-2026,world-assaut-2026-0130,2026-09-11,09:22,1,Senior Women Assaut -60kg,Women,Senior,60,under,poule,A,ROUSSY Noa,France,,,Mirta Obelić,Croatia,,,3,1,0,0,red,ROUSSY Noa,Mirta Obelić,points,,decided,reported
world-assaut-2026,world-assaut-2026-0131,2026-09-11,09:22,2,Senior Men Assaut -65 kg,Men,Senior,65,under,poule,D,Nihat GULIYEV,Azerbaijan,,,Rony BAABAN A,Cameroon,,,3,1,0,0,red,Nihat GULIYEV,Rony BAABAN A,points,,decided,reported
world-assaut-2026,world-assaut-2026-0132,2026-09-11,09:22,3,Senior Women Assaut -75 kg,Women,Senior,75,under,poule,A,DJONDO Sara,France,,,Anastasiia GAVRICHENKO,Neutral Athlete,,,3,1,0,1,red,DJONDO Sara,Anastasiia GAVRICHENKO,points,,decided,reported
world-assaut-2026,world-assaut-2026-0133,2026-09-11,09:35,1,Senior Women Assaut -60kg,Women,Senior,60,under,poule,B,Arijana Otašević,Serbia,,,Maria BEN MOUSSA,Algeria,,,1,3,0,0,blue,Maria BEN MOUSSA,Arijana Otašević,points,,decided,reported
world-assaut-2026,world-assaut-2026-0134,2026-09-11,09:35,2,Senior Men Assaut -65 kg,Men,Senior,65,under,poule,E,Hamzeh Moradian,Iran,,,DEL GIUDICE YANIS,Belgium,,,3,1,0,1,red,Hamzeh Moradian,DEL GIUDICE YANIS,points,,decided,reported
world-assaut-2026,world-assaut-2026-0135,2026-09-11,09:35,3,Senior Women Assaut -75 kg,Women,Senior,75,under,poule,B,Emily COLAUTTI,Slovenia,,,Chanistha JOSHI,Mauritius,,,1,3,1,2,blue,Chanistha JOSHI,Emily COLAUTTI,points,,decided,reported
world-assaut-2026,world-assaut-2026-0136,2026-09-11,09:48,1,Senior Women Assaut -60kg,Women,Senior,60,under,poule,B,EYLÜL KORKMAZ,Turkey,,,HEUNG TSZ YING,Hong Kong,,,3,1,0,0,red,EYLÜL KORKMAZ,HEUNG TSZ YING,points,,decided,reported
world-assaut-2026,world-assaut-2026-0137,2026-09-11,09:48,2,Senior Men Assaut -65 kg,Men,Senior,65,under,poule,F,DESARME Pierre-Ley,France,,,SERIGNE FALLOU MBOUP,Senegal,,,3,1,0,1,red,DESARME Pierre-Ley,SERIGNE FALLOU MBOUP,points,,decided,reported
world-assaut-2026,world-assaut-2026-0138,2026-09-11,10:01,1,Senior Women Assaut -70 kg,Women,Senior,70,under,poule,A,BUGADA Marine,France,,,HALILOU Haoua,Cameroon,,,3,1,0,0,red,BUGADA Marine,HALILOU Haoua,points,,decided,reported
world-assaut-2026,world-assaut-2026-0139,2026-09-11,10:01,2,Senior Women Assaut -52 kg,Women,Senior,52,under,poule,A,Tóth-Csáki Fruzsina,Hungary,,,Zarha Slimani,Algeria,,,3,,0,0,red,Tóth-Csáki Fruzsina,Zarha Slimani,forfait,,decided,reported
world-assaut-2026,world-assaut-2026-0140,2026-09-11,10:14,1,Senior Women Assaut -70 kg,Women,Senior,70,under,poule,B,Sofia MATNANE,Slovenia,,,Soraya Bouzidi,Canada,,,,3,0,0,blue,Soraya Bouzidi,Sofia MATNANE,forfait,,decided,reported
world-assaut-2026,world-assaut-2026-0141,2026-09-11,10:14,2,Senior Women Assaut -52 kg,Women,Senior,52,under,poule,B,Louisa Furniss,United Kingdom,,,Stefania Aleksandrova,Bulgaria,,,1,3,0,0,blue,Stefania Aleksandrova,Louisa Furniss,points,,decided,reported
world-assaut-2026,world-assaut-2026-0142,2026-09-11,10:14,3,Senior Women Assaut -65 kg,Women,Senior,65,under,poule,B,Giulia RUDEZ,Slovenia,,,Gabriela Tsenkova,Bulgaria,,,1,3,0,0,blue,Gabriela Tsenkova,Giulia RUDEZ,points,,decided,reported
world-assaut-2026,world-assaut-2026-0143,2026-09-11,10:27,1,Senior Women Assaut -70 kg,Women,Senior,70,under,poule,B,Jessica NOMBREUSE,Mauritius,,,Selvi Aleyna GILO,Turkey,,,3,1,1,2,red,Jessica NOMBREUSE,Selvi Aleyna GILO,points,,decided,reported
world-assaut-2026,world-assaut-2026-0144,2026-09-11,10:27,2,Senior Women Assaut -52 kg,Women,Senior,52,under,poule,C,Kira TOROPOVA,Neutral Athlete,,,Tajana Koščak,Croatia,,,3,1,0,0,red,Kira TOROPOVA,Tajana Koščak,points,,decided,reported
world-assaut-2026,world-assaut-2026-0145,2026-09-11,10:27,3,Senior Women Assaut -65 kg,Women,Senior,65,under,poule,C,Giulia Triolo,Italy,,,Jessica Diethold,Germany,,,3,1,1,0,red,Giulia Triolo,Jessica Diethold,points,,decided,reported
world-assaut-2026,world-assaut-2026-0146,2026-09-11,10:40,1,Senior Men Assaut -56 kg,Men,Senior,56,under,poule,C,Abolfazl Dowlat Abadi,Iran,,,Johan Felipe Caballos Peña,Colombia,,,1,3,1,1,blue,Johan Felipe Caballos Peña,Abolfazl Dowlat Abadi,points,,decided,reported
world-assaut-2026,world-assaut-2026-0147,2026-09-11,10:40,2,Senior Women Assaut -52 kg,Women,Senior,52,under,poule,D,Georlice Kelia Lollos,Italy,,,Mariko HARA,Japan,,,3,1,0,0,red,Georlice Kelia Lollos,Mariko HARA,points,,decided,reported
world-assaut-2026,world-assaut-2026-0148,2026-09-11,10:40,3,Senior Women Assaut -65 kg,Women,Senior,65,under,poule,D,Mahdiyeh Alizadeh,Iran,,,Elena ANTIPOVA,Neutral Athlete,,,1,3,1,1,blue,Elena ANTIPOVA,Mahdiyeh Alizadeh,points,,decided,reported
world-assaut-2026,world-assaut-2026-0149,2026-09-11,10:53,1,Senior Men Assaut -56 kg,Men,Senior,56,under,poule,C,PECQUET BAPTISTE,Belgium,,,CAVROT-WESTERLINCK Ethan,France,,,1,3,1,1,blue,CAVROT-WESTERLINCK Ethan,PECQUET BAPTISTE,points,,decided,reported
world-assaut-2026,world-assaut-2026-0150,2026-09-11,10:53,2,Senior Women Assaut -52 kg,Women,Senior,52,under,poule,E,LEMAYLLEUX NATHALIE,Belgium,,,DELAPLESSE Arwen,France,,,1,3,0,0,blue,DELAPLESSE Arwen,LEMAYLLEUX NATHALIE,points,,decided,reported
world-assaut-2026,world-assaut-2026-0151,2026-09-11,10:53,3,Senior Women Assaut -75 kg,Women,Senior,75,under,poule,A,DJONDO Sara,France,,,Jelena Sedoglavić,Serbia,,,1,3,0,0,blue,Jelena Sedoglavić,DJONDO Sara,points,,decided,reported
world-assaut-2026,world-assaut-2026-0152,2026-09-11,11:06,1,Senior Women Assaut -60kg,Women,Senior,60,under,poule,A,ROUSSY Noa,France,,,Anastasiia TSVETKOVA,Neutral Athlete,,,3,1,0,0,red,ROUSSY Noa,Anastasiia TSVETKOVA,points,,decided,reported
world-assaut-2026,world-assaut-2026-0153,2026-09-11,11:06,2,Senior Men Assaut -85 kg,Men,Senior,85,under,poule,A,MASSAMBA MAR,Senegal,,,BERKE YILMAZ,Turkey,,,3,1,0,0,red,MASSAMBA MAR,BERKE YILMAZ,points,,decided,reported
world-assaut-2026,world-assaut-2026-0154,2026-09-11,11:06,3,Senior Women Assaut -75 kg,Women,Senior,75,under,poule,B,Emily COLAUTTI,Slovenia,,,AYBÜKE SUÇIKAR,Turkey,,,1,3,1,0,blue,AYBÜKE SUÇIKAR,Emily COLAUTTI,points,,decided,reported
world-assaut-2026,world-assaut-2026-0155,2026-09-11,11:19,1,Senior Women Assaut -60kg,Women,Senior,60,under,poule,B,Arijana Otašević,Serbia,,,EYLÜL KORKMAZ,Turkey,,,3,1,0,0,red,Arijana Otašević,EYLÜL KORKMAZ,points,,decided,reported
world-assaut-2026,world-assaut-2026-0156,2026-09-11,11:19,2,Senior Men Assaut -65 kg,Men,Senior,65,under,poule,F,DESARME Pierre-Ley,France,,,Matei Stefan,Romania,,,3,1,0,0,red,DESARME Pierre-Ley,Matei Stefan,points,,decided,reported
world-assaut-2026,world-assaut-2026-0157,2026-09-11,11:19,3,Senior Men Assaut -80 kg,Men,Senior,80,under,quarter,,Grigorii DROGIN,Neutral Athlete,,,Valentino Florjanić,Croatia,,,3,1,,,red,Grigorii DROGIN,Valentino Florjanić,points,,decided,reported
world-assaut-2026,world-assaut-2026-0158,2026-09-11,11:32,1,Senior Women Assaut -70 kg,Women,Senior,70,under,poule,A,BUGADA Marine,France,,,KAABI Elissa,Tunisia,,,3,1,0,0,red,BUGADA Marine,KAABI Elissa,points,,decided,reported
world-assaut-2026,world-assaut-2026-0159,2026-09-11,11:32,2,Senior Women Assaut -52 kg,Women,Senior,52,under,poule,A,Tóth-Csáki Fruzsina,Hungary,,,Marianna ZACCARO,Slovenia,,,1,3,1,0,blue,Marianna ZACCARO,Tóth-Csáki Fruzsina,points,,decided,reported
world-assaut-2026,world-assaut-2026-0160,2026-09-11,11:32,3,Senior Men Assaut -80 kg,Men,Senior,80,under,quarter,,Silvio Fortunato,Italy,,,LACHENAL Edouard,Switzerland,,,1,3,,,blue,LACHENAL Edouard,Silvio Fortunato,points,,decided,reported
world-assaut-2026,world-assaut-2026-0161,2026-09-11,11:45,1,Senior Women Assaut -48 kg,Women,Senior,48,under,poule,C,LAPAUW CLOE,Belgium,,,Sarah Pierre,Mauritius,,,3,1,0,0,red,LAPAUW CLOE,Sarah Pierre,points,,decided,reported
world-assaut-2026,world-assaut-2026-0162,2026-09-11,11:45,2,Senior Women Assaut -52 kg,Women,Senior,52,under,poule,B,Louisa Furniss,United Kingdom,,,Nadja Begojev,Serbia,,,3,1,0,1,red,Louisa Furniss,Nadja Begojev,points,,decided,reported
world-assaut-2026,world-assaut-2026-0163,2026-09-11,11:45,3,Senior Men Assaut -80 kg,Men,Senior,80,under,quarter,,IDRISSA SAGNA,Senegal,,,AmirReza Zarghani,Iran,,,3,1,,,red,IDRISSA SAGNA,AmirReza Zarghani,points,,decided,reported
world-assaut-2026,world-assaut-2026-0164,2026-09-11,11:58,1,Senior Women Assaut -70 kg,Women,Senior,70,under,poule,A,MINET GWENAËLLE,Belgium,,,HALILOU Haoua,Cameroon,,,3,1,0,0,red,MINET GWENAËLLE,HALILOU Haoua,points,,decided,reported
world-assaut-2026,world-assaut-2026-0165,2026-09-11,11:58,2,Senior Women Assaut -52 kg,Women,Senior,52,under,poule,C,Kira TOROPOVA,Neutral Athlete,,,Salla Nordman,Finland,,,3,1,1,0,red,Kira TOROPOVA,Salla Nordman,points,,decided,reported
world-assaut-2026,world-assaut-2026-0166,2026-09-11,11:58,3,Senior Men Assaut -80 kg,Men,Senior,80,under,quarter,,BIENVENU Jovan,France,,,James Antill,United Kingdom,,,3,1,,,red,BIENVENU Jovan,James Antill,points,,decided,reported
world-assaut-2026,world-assaut-2026-0167,2026-09-11,13:15,1,Senior Women Assaut -70 kg,Women,Senior,70,under,poule,B,Sofia MATNANE,Slovenia,,,Jessica NOMBREUSE,Mauritius,,,,3,0,0,blue,Jessica NOMBREUSE,Sofia MATNANE,forfait,,decided,reported
world-assaut-2026,world-assaut-2026-0168,2026-09-11,13:15,2,Senior Men Assaut -65 kg,Men,Senior,65,under,poule,F,SERIGNE FALLOU MBOUP,Senegal,,,Matei Stefan,Romania,,,3,1,0,0,red,SERIGNE FALLOU MBOUP,Matei Stefan,points,,decided,reported
world-assaut-2026,world-assaut-2026-0169,2026-09-11,13:15,3,Senior Women Assaut -65 kg,Women,Senior,65,under,poule,D,LEMAIRE EMMA,Belgium,,,Elena ANTIPOVA,Neutral Athlete,,,3,1,0,0,red,LEMAIRE EMMA,Elena ANTIPOVA,points,,decided,reported
world-assaut-2026,world-assaut-2026-0170,2026-09-11,13:28,1,Senior Women Assaut -48 kg,Women,Senior,48,under,poule,C,Viktoria Vogel,Austria,,,Sarah Pierre,Mauritius,,,3,1,0,0,red,Viktoria Vogel,Sarah Pierre,points,,decided,reported
world-assaut-2026,world-assaut-2026-0171,2026-09-11,13:28,2,Senior Women Assaut -52 kg,Women,Senior,52,under,poule,A,Zarha Slimani,Algeria,,,Marianna ZACCARO,Slovenia,,,,3,0,0,blue,Marianna ZACCARO,Zarha Slimani,forfait,,decided,reported
world-assaut-2026,world-assaut-2026-0172,2026-09-11,13:28,3,Senior Women Assaut -75 kg,Women,Senior,75,under,poule,A,Anastasiia GAVRICHENKO,Neutral Athlete,,,Jelena Sedoglavić,Serbia,,,1,3,0,1,blue,Jelena Sedoglavić,Anastasiia GAVRICHENKO,points,,decided,reported
world-assaut-2026,world-assaut-2026-0173,2026-09-11,13:41,1,Senior Women Assaut -48 kg,Women,Senior,48,under,poule,C,LAPAUW CLOE,Belgium,,,NANDI Chloe,France,,,1,3,0,0,blue,NANDI Chloe,LAPAUW CLOE,points,,decided,reported
world-assaut-2026,world-assaut-2026-0174,2026-09-11,13:41,2,Senior Women Assaut -52 kg,Women,Senior,52,under,poule,B,Stefania Aleksandrova,Bulgaria,,,Nadja Begojev,Serbia,,,3,1,2,2,red,Stefania Aleksandrova,Nadja Begojev,points,,decided,reported
world-assaut-2026,world-assaut-2026-0175,2026-09-11,13:41,3,Senior Women Assaut -75 kg,Women,Senior,75,under,poule,B,Chanistha JOSHI,Mauritius,,,AYBÜKE SUÇIKAR,Turkey,,,1,3,2,1,blue,AYBÜKE SUÇIKAR,Chanistha JOSHI,points,,decided,reported
world-assaut-2026,world-assaut-2026-0176,2026-09-11,13:54,1,Senior Women Assaut -70 kg,Women,Senior,70,under,poule,A,MINET GWENAËLLE,Belgium,,,KAABI Elissa,Tunisia,,,3,1,0,0,red,MINET GWENAËLLE,KAABI Elissa,points,,decided,reported
world-assaut-2026,world-assaut-2026-0177,2026-09-11,13:54,2,Senior Women Assaut -52 kg,Women,Senior,52,under,poule,C,Tajana Koščak,Croatia,,,Salla Nordman,Finland,,,3,1,1,1,red,Tajana Koščak,Salla Nordman,points,,decided,reported
world-assaut-2026,world-assaut-2026-0178,2026-09-11,14:07,1,Senior Women Assaut -60kg,Women,Senior,60,under,poule,A,Mirta Obelić,Croatia,,,Anastasiia TSVETKOVA,Neutral Athlete,,,1,3,1,1,blue,Anastasiia TSVETKOVA,Mirta Obelić,points,,decided,reported
world-assaut-2026,world-assaut-2026-0179,2026-09-11,14:07,2,Senior Women Assaut -52 kg,Women,Senior,52,under,poule,D,Georlice Kelia Lollos,Italy,,,Nargol Rafiee,Iran,,,3,1,0,0,red,Georlice Kelia Lollos,Nargol Rafiee,points,,decided,reported
world-assaut-2026,world-assaut-2026-0180,2026-09-11,14:20,1,Senior Women Assaut -60kg,Women,Senior,60,under,poule,B,Arijana Otašević,Serbia,,,HEUNG TSZ YING,Hong Kong,,,3,1,0,2,red,Arijana Otašević,HEUNG TSZ YING,points,,decided,reported
world-assaut-2026,world-assaut-2026-0181,2026-09-11,14:20,2,Senior Women Assaut -52 kg,Women,Senior,52,under,poule,E,LEMAYLLEUX NATHALIE,Belgium,,,KONOVALCHUK ANASTASIIA,Ukraine,,,1,3,0,0,blue,KONOVALCHUK ANASTASIIA,LEMAYLLEUX NATHALIE,points,,decided,reported
world-assaut-2026,world-assaut-2026-0182,2026-09-11,14:33,1,Senior Women Assaut -60kg,Women,Senior,60,under,poule,B,Maria BEN MOUSSA,Algeria,,,EYLÜL KORKMAZ,Turkey,,,3,1,0,0,red,Maria BEN MOUSSA,EYLÜL KORKMAZ,points,,decided,reported
world-assaut-2026,world-assaut-2026-0183,2026-09-11,14:33,2,Senior Men Assaut -85 kg,Men,Senior,85,under,poule,A,MASSAMBA MAR,Senegal,,,Riad Idjellidaine,Algeria,,,3,1,0,0,red,MASSAMBA MAR,Riad Idjellidaine,points,,decided,reported
world-assaut-2026,world-assaut-2026-0184,2026-09-11,14:46,1,Senior Women Assaut +75 kg,Women,Senior,75,over,poule,A,POCHET Lohane,France,,,TOUSSAINT MARGUERITE,Belgium,,,3,1,0,0,red,POCHET Lohane,TOUSSAINT MARGUERITE,points,,decided,reported
world-assaut-2026,world-assaut-2026-0185,2026-09-11,14:46,2,Senior Men Assaut -85 kg,Men,Senior,85,under,poule,B,Olivier Foult,Canada,,,James Southwood,United Kingdom,,,1,3,0,0,blue,James Southwood,Olivier Foult,points,,decided,reported
world-assaut-2026,world-assaut-2026-0186,2026-09-11,14:46,3,Senior Men Assaut -75 kg,Men,Senior,75,under,poule,A,Farkas Botond,Hungary,,,Chant HOVHANNISYAN,Armenia,,,3,,0,0,red,Farkas Botond,Chant HOVHANNISYAN,forfait,,decided,reported
world-assaut-2026,world-assaut-2026-0187,2026-09-11,14:59,1,Senior Women Assaut +75 kg,Women,Senior,75,over,poule,A,Giada VITRANI,Slovenia,,,ASYA DİLA AKSOY,Turkey,,,1,3,1,0,blue,ASYA DİLA AKSOY,Giada VITRANI,points,,decided,reported
world-assaut-2026,world-assaut-2026-0188,2026-09-11,14:59,2,Senior Men Assaut -85 kg,Men,Senior,85,under,poule,C,Nikolai IARANTSEV,Neutral Athlete,,,Vugar EYYUBOV,Azerbaijan,,,3,,0,0,red,Nikolai IARANTSEV,Vugar EYYUBOV,forfait,,decided,reported
